"B11006_001E","B11006_001M","B11006_002E","B11006_002M","B11006_003E","B11006_003M","B11006_004E","B11006_004M","B11006_005E","B11006_005M","B11006_006E","B11006_006M","B11006_007E","B11006_007M","B11006_008E","B11006_008M","B11006_009E","B11006_009M","B11006_010E","B11006_010M","B11006_011E","B11006_011M","B11006_012E","B11006_012M","B11006_013E","B11006_013M","B11006_014E","B11006_014M","B11006_015E","B11006_015M","GEO_ID","NAME"
"257","65","141","39","123","39","118","39","5","9","5","9","0","12","18","20","116","62","80","59","74","58","6","10","0","12","6","10","36","43","1500000US240010012003","Block Group 3, Census Tract 12, Allegany County, Maryland"
"589","73","235","48","131","30","124","28","7","10","7","10","0","12","104","37","354","67","223","56","150","50","73","45","34","34","39","28","131","53","1500000US240010013001","Block Group 1, Census Tract 13, Allegany County, Maryland"
"359","42","161","41","107","31","85","27","22","18","4","6","18","16","54","31","198","41","116","37","96","36","20","19","4","7","16","17","82","36","1500000US240010013002","Block Group 2, Census Tract 13, Allegany County, Maryland"
"327","72","98","40","54","26","54","26","0","12","0","12","0","12","44","31","229","76","212","73","200","74","12","19","0","12","12","19","17","21","1500000US240010014011","Block Group 1, Census Tract 14.01, Allegany County, Maryland"
"715","86","454","70","317","73","274","75","43","32","8","12","35","31","137","48","261","65","207","64","154","61","53","49","21","24","32","45","54","31","1500000US240010014012","Block Group 2, Census Tract 14.01, Allegany County, Maryland"
"566","101","277","58","184","50","133","42","51","30","31","28","20","18","93","35","289","107","235","103","110","45","125","95","51","64","74","63","54","40","1500000US240010014013","Block Group 3, Census Tract 14.01, Allegany County, Maryland"
"684","75","319","51","173","38","142","35","31","26","12","13","19","23","146","52","365","73","239","62","155","42","84","58","43","37","41","42","126","53","1500000US240010014021","Block Group 1, Census Tract 14.02, Allegany County, Maryland"
"818","72","414","73","304","81","239","72","65","30","49","29","16","16","110","44","404","87","268","70","187","62","81","43","19","18","62","41","136","61","1500000US240010015021","Block Group 1, Census Tract 15.02, Allegany County, Maryland"
"218","44","126","32","78","28","72","27","6","9","6","9","0","12","48","23","92","31","66","29","56","27","10","11","6","10","4","6","26","16","1500000US240010015031","Block Group 1, Census Tract 15.03, Allegany County, Maryland"
"242","44","86","28","39","24","35","23","4","6","0","12","4","6","47","22","156","42","109","41","97","44","12","14","0","12","12","14","47","31","1500000US240010015032","Block Group 2, Census Tract 15.03, Allegany County, Maryland"
"308","50","115","33","82","32","63","27","19","17","14","15","5","8","33","21","193","56","162","55","116","46","46","42","23","34","23","30","31","25","1500000US240010015033","Block Group 3, Census Tract 15.03, Allegany County, Maryland"
"688","70","273","46","170","33","143","30","27","16","4","6","23","17","103","39","415","54","262","46","199","38","63","37","18","27","45","29","153","48","1500000US240010016001","Block Group 1, Census Tract 16, Allegany County, Maryland"
"175","72","46","37","34","31","34","31","0","12","0","12","0","12","12","19","129","81","102","80","89","78","13","24","0","12","13","24","27","42","1500000US240010017001","Block Group 1, Census Tract 17, Allegany County, Maryland"
"465","130","93","52","33","35","33","35","0","12","0","12","0","12","60","36","372","131","212","107","127","81","85","78","16","28","69","71","160","88","1500000US240010017002","Block Group 2, Census Tract 17, Allegany County, Maryland"
"695","109","295","69","248","69","166","69","82","51","12","20","70","48","47","39","400","107","312","93","271","88","41","38","0","12","41","38","88","77","1500000US240010017003","Block Group 3, Census Tract 17, Allegany County, Maryland"
"768","138","281","107","50","40","37","33","13","22","0","12","13","22","231","105","487","142","173","79","133","72","40","34","12","20","28","28","314","142","1500000US240010017004","Block Group 4, Census Tract 17, Allegany County, Maryland"
"723","116","225","44","116","32","102","33","14","16","6","9","8","13","109","43","498","118","257","82","166","60","91","78","0","12","91","78","241","85","1500000US240010018001","Block Group 1, Census Tract 18, Allegany County, Maryland"
"428","93","144","44","72","39","62","40","10","16","0","12","10","16","72","38","284","88","119","58","107","52","12","18","0","12","12","18","165","67","1500000US240010018002","Block Group 2, Census Tract 18, Allegany County, Maryland"
"406","123","50","41","0","12","0","12","0","12","0","12","0","12","50","41","356","123","39","38","39","38","0","12","0","12","0","12","317","121","1500000US240010018003","Block Group 3, Census Tract 18, Allegany County, Maryland"
"567","58","237","51","162","48","116","37","46","30","21","21","25","25","75","38","330","69","246","61","205","61","41","30","21","23","20","24","84","46","1500000US240010019001","Block Group 1, Census Tract 19, Allegany County, Maryland"
"595","81","335","67","170","49","134","43","36","30","3","5","33","29","165","61","260","79","161","58","125","50","36","26","17","18","19","19","99","61","1500000US240010019002","Block Group 2, Census Tract 19, Allegany County, Maryland"
"660","112","265","88","162","81","144","74","18","30","0","12","18","30","103","59","395","119","217","101","112","83","105","72","9","16","96","74","178","88","1500000US240010020001","Block Group 1, Census Tract 20, Allegany County, Maryland"
"1107","106","497","96","304","81","256","71","48","41","0","12","48","41","193","75","610","128","489","122","350","92","139","97","0","12","139","97","121","73","1500000US240010020002","Block Group 2, Census Tract 20, Allegany County, Maryland"
"485","89","283","69","175","75","144","68","31","39","0","12","31","39","108","68","202","91","189","90","171","87","18","29","18","29","0","12","13","20","1500000US240010020003","Block Group 3, Census Tract 20, Allegany County, Maryland"
"799","82","327","56","213","51","199","52","14","12","3","5","11","11","114","42","472","83","355","68","233","55","122","58","87","55","35","19","117","48","1500000US240010021001","Block Group 1, Census Tract 21, Allegany County, Maryland"
"549","81","260","54","196","61","178","60","18","13","13","13","5","6","64","31","289","72","165","56","112","56","53","31","15","17","38","28","124","58","1500000US240010021002","Block Group 2, Census Tract 21, Allegany County, Maryland"
"434","71","190","61","99","46","99","46","0","12","0","12","0","12","91","46","244","82","181","54","161","53","20","27","0","12","20","27","63","55","1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland"
"531","70","211","45","88","36","60","29","28","28","0","12","28","28","123","37","320","71","249","60","185","50","64","37","26","37","38","24","71","44","1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland"
"587","74","324","52","163","44","133","39","30","27","12","18","18","20","161","47","263","71","225","66","155","46","70","46","17","14","53","46","38","28","1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland"
"316","59","156","42","92","38","92","38","0","12","0","12","0","12","64","33","160","53","121","42","104","41","17","18","10","15","7","11","39","45","1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland"
"324","61","148","43","108","42","76","40","32","25","10","15","22","20","40","32","176","58","135","59","118","57","17","19","0","12","17","19","41","32","1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland"
"299","56","203","56","84","37","58","33","26","23","17","19","9","15","119","55","96","38","85","36","77","36","8","13","8","13","0","12","11","17","1500000US240037011013","Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland"
"522","69","224","58","214","57","196","51","18","20","0","12","18","20","10","16","298","71","271","67","254","65","17","18","0","12","17","18","27","24","1500000US240037011014","Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland"
"1255","140","447","110","149","68","133","60","16","27","0","12","16","27","298","97","808","141","638","125","451","114","187","88","61","49","126","73","170","103","1500000US240037011021","Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland"
"335","60","225","63","166","69","149","69","17","27","0","12","17","27","59","49","110","50","110","50","27","31","83","57","39","43","44","43","0","12","1500000US240037011022","Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland"
"692","116","138","56","107","50","58","50","49","48","21","34","28","33","31","34","554","122","475","130","309","120","166","111","92","87","74","66","79","52","1500000US240037011023","Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland"
"793","113","225","81","159","69","148","69","11","20","0","12","11","20","66","52","568","132","340","92","250","89","90","66","72","60","18","28","228","108","1500000US240037011024","Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland"
"1022","142","385","95","265","91","265","91","0","12","0","12","0","12","120","80","637","143","600","138","458","112","142","88","102","75","40","49","37","43","1500000US240037012001","Block Group 1, Census Tract 7012, Anne Arundel County, Maryland"
"514","95","253","84","212","85","212","85","0","12","0","12","0","12","41","40","261","99","239","99","230","99","9","16","9","16","0","12","22","27","1500000US240037012002","Block Group 2, Census Tract 7012, Anne Arundel County, Maryland"
"671","111","261","82","162","66","113","57","49","45","18","28","31","36","99","59","410","105","313","106","244","107","69","55","10","17","59","52","97","66","1500000US240037012003","Block Group 3, Census Tract 7012, Anne Arundel County, Maryland"
"884","157","258","127","183","107","123","71","60","77","13","22","47","74","75","78","626","155","575","156","492","146","83","72","29","45","54","58","51","50","1500000US240037012004","Block Group 4, Census Tract 7012, Anne Arundel County, Maryland"
"631","101","358","90","277","81","239","82","38","39","0","12","38","39","81","54","273","98","247","95","227","93","20","25","6","12","14","22","26","31","1500000US240037013001","Block Group 1, Census Tract 7013, Anne Arundel County, Maryland"
"739","94","260","88","131","64","114","64","17","27","0","12","17","27","129","68","479","114","379","111","361","108","18","29","0","12","18","29","100","90","1500000US240037013002","Block Group 2, Census Tract 7013, Anne Arundel County, Maryland"
"406","84","179","74","179","74","179","74","0","12","0","12","0","12","0","12","227","76","227","76","151","64","76","61","12","19","64","58","0","12","1500000US240037013003","Block Group 3, Census Tract 7013, Anne Arundel County, Maryland"
"914","119","339","126","277","116","257","113","20","31","20","31","0","12","62","54","575","116","435","112","354","113","81","56","10","17","71","52","140","70","1500000US240037013004","Block Group 4, Census Tract 7013, Anne Arundel County, Maryland"
"401","72","237","59","164","57","142","51","22","25","0","12","22","25","73","36","164","82","68","38","36","29","32","27","12","18","20","23","96","80","1500000US240037014001","Block Group 1, Census Tract 7014, Anne Arundel County, Maryland"
"914","76","430","94","360","94","287","78","73","53","44","47","29","25","70","39","484","82","404","69","296","89","108","52","57","48","51","35","80","52","1500000US240037014002","Block Group 2, Census Tract 7014, Anne Arundel County, Maryland"
"1079","125","411","129","378","125","316","119","62","53","17","28","45","47","33","38","668","141","628","144","459","114","169","130","24","35","145","128","40","39","1500000US240037021001","Block Group 1, Census Tract 7021, Anne Arundel County, Maryland"
"334","69","140","58","110","52","110","52","0","12","0","12","0","12","30","34","194","87","112","68","112","68","0","12","0","12","0","12","82","54","1500000US240037021002","Block Group 2, Census Tract 7021, Anne Arundel County, Maryland"
"555","120","243","96","160","73","160","73","0","12","0","12","0","12","83","68","312","110","265","109","209","86","56","81","56","81","0","12","47","35","1500000US240037021003","Block Group 3, Census Tract 7021, Anne Arundel County, Maryland"
"470","76","158","63","126","61","109","54","17","26","0","12","17","26","32","35","312","88","221","96","207","98","14","23","14","23","0","12","91","57","1500000US240037021004","Block Group 4, Census Tract 7021, Anne Arundel County, Maryland"
"176","53","64","44","37","28","37","28","0","12","0","12","0","12","27","32","112","54","112","54","89","51","23","26","15","22","8","15","0","12","1500000US240037021005","Block Group 5, Census Tract 7021, Anne Arundel County, Maryland"
"755","67","303","62","240","59","234","58","6","11","0","12","6","11","63","31","452","73","407","72","356","69","51","32","33","24","18","21","45","36","1500000US240037022041","Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland"
"795","76","292","73","195","63","178","63","17","19","0","12","17","19","97","56","503","82","345","73","326","70","19","20","0","12","19","20","158","80","1500000US240037022042","Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland"
"907","107","439","85","308","72","280","77","28","38","0","12","28","38","131","75","468","103","371","124","249","105","122","75","63","54","59","54","97","84","1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland"
"1026","117","266","84","119","65","92","63","27","36","6","11","21","35","147","68","760","124","420","117","170","80","250","109","0","12","250","109","340","106","1500000US240037022052","Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland"
"437","68","189","66","100","48","100","48","0","12","0","12","0","12","89","47","248","81","223","84","223","84","0","12","0","12","0","12","25","30","1500000US240037022053","Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland"
"962","174","277","90","268","94","247","90","21","34","21","34","0","12","9","14","685","179","606","181","444","174","162","85","53","49","109","67","79","49","1500000US240037022061","Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland"
"705","117","135","70","21","28","15","25","6","11","0","12","6","11","114","64","570","132","313","101","251","99","62","46","0","12","62","46","257","132","1500000US240037022062","Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland"
"675","189","96","85","20","32","20","32","0","12","0","12","0","12","76","86","579","197","328","87","246","81","82","54","0","12","82","54","251","205","1500000US240037022063","Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland"
"1805","170","212","84","72","56","18","21","54","53","15","28","39","46","140","71","1593","168","1088","178","783","147","305","130","255","128","50","46","505","157","1500000US240037022081","Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland"
"826","131","302","94","290","94","197","73","93","79","71","76","22","26","12","18","524","126","477","120","381","114","96","82","65","76","31","34","47","46","1500000US240037022082","Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland"
"459","71","98","54","98","54","77","46","21","24","0","12","21","24","0","12","361","72","349","74","287","76","62","61","35","53","27","30","12","16","1500000US240037022091","Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland"
"424","64","144","55","109","49","99","47","10","16","0","12","10","16","35","27","280","69","262","67","213","58","49","35","17","21","32","28","18","21","1500000US240037022092","Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland"
"582","66","76","35","49","30","49","30","0","12","0","12","0","12","27","21","506","73","383","62","291","59","92","37","7","11","85","35","123","61","1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland"
"274","60","78","39","57","34","47","34","10","15","0","12","10","15","21","23","196","62","154","65","154","65","0","12","0","12","0","12","42","33","1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland"
"607","59","244","58","193","57","180","54","13","19","0","12","13","19","51","36","363","71","351","71","345","70","6","10","0","12","6","10","12","18","1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland"
"549","60","271","56","212","61","194","64","18","20","0","12","18","20","59","40","278","60","253","59","253","59","0","12","0","12","0","12","25","27","1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland"
"622","80","305","61","196","56","145","51","51","37","0","12","51","37","109","46","317","82","215","63","180","57","35","29","7","12","28","26","102","72","1500000US240037023004","Block Group 4, Census Tract 7023, Anne Arundel County, Maryland"
"892","137","313","89","177","71","128","58","49","42","18","28","31","33","136","68","579","136","241","91","140","72","101","64","0","12","101","64","338","144","1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland"
"1509","136","731","120","380","91","353","91","27","32","13","21","14","22","351","123","778","147","413","119","351","122","62","52","26","32","36","41","365","125","1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland"
"841","118","593","101","244","73","244","73","0","12","0","12","0","12","349","96","248","107","198","104","142","98","56","45","0","12","56","45","50","37","1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland"
"525","198","155","58","129","63","88","51","41","36","22","35","19","32","26","30","370","188","328","176","101","55","227","173","149","211","78","134","42","57","1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland"
"332","144","36","42","15","24","15","24","0","12","0","12","0","12","21","35","296","142","182","131","60","68","122","116","45","71","77","89","114","79","1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland"
"938","180","313","122","268","117","120","67","148","96","0","12","148","96","45","40","625","209","452","130","254","110","198","86","0","12","198","86","173","160","1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland"
"381","143","247","125","116","65","96","55","20","32","0","12","20","32","131","132","134","111","35","31","35","31","0","12","0","12","0","12","99","108","1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland"
"270","90","90","48","49","41","39","37","10","17","0","12","10","17","41","33","180","92","108","81","93","82","15","25","0","12","15","25","72","75","1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland"
"593","88","260","75","205","75","175","70","30","36","19","29","11","21","55","47","333","117","247","108","221","103","26","33","0","12","26","33","86","87","1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland"
"279","58","126","54","73","44","73","44","0","12","0","12","0","12","53","35","153","65","139","59","127","59","12","20","0","12","12","20","14","24","1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland"
"374","72","199","62","135","59","115","56","20","23","0","12","20","23","64","43","175","78","143","74","111","68","32","37","0","12","32","37","32","38","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
"605","104","89","48","53","39","53","39","0","12","0","12","0","12","36","30","516","109","327","100","156","70","171","76","0","12","171","76","189","95","1500000US240037026015","Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland"
"970","136","509","123","298","93","259","81","39","41","23","33","16","21","211","105","461","133","442","130","400","118","42","49","27","43","15","23","19","23","1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland"
"993","140","388","93","175","72","175","72","0","12","0","12","0","12","213","79","605","150","436","131","414","127","22","35","0","12","22","35","169","115","1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland"
"432","74","215","78","146","64","146","64","0","12","0","12","0","12","69","45","217","81","109","61","89","51","20","31","0","12","20","31","108","64","1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland"
"387","78","110","57","13","23","13","23","0","12","0","12","0","12","97","51","277","77","110","54","98","48","12","21","0","12","12","21","167","77","1500000US240037027011","Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland"
"532","120","266","110","173","78","173","78","0","12","0","12","0","12","93","79","266","88","221","90","144","84","77","56","0","12","77","56","45","38","1500000US240037027012","Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland"
"1295","139","198","98","81","53","56","48","25","31","0","12","25","31","117","89","1097","172","396","150","366","147","30","36","0","12","30","36","701","194","1500000US240037027013","Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland"
"585","68","339","64","232","53","208","52","24","22","0","12","24","22","107","55","246","68","227","61","227","61","0","12","0","12","0","12","19","23","1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland"
"873","97","436","80","333","72","320","74","13","16","6","11","7","12","103","47","437","107","340","96","310","99","30","29","0","12","30","29","97","57","1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland"
"613","112","279","70","194","62","194","62","0","12","0","12","0","12","85","42","334","88","165","69","149","65","16","18","5","8","11","16","169","67","1500000US240037061011","Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland"
"550","108","144","72","53","36","44","36","9","14","9","14","0","12","91","62","406","95","200","78","138","59","62","61","6","9","56","61","206","75","1500000US240037061012","Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland"
"457","112","299","107","59","59","0","12","59","59","0","12","59","59","240","102","158","74","92","51","20","24","72","50","0","12","72","50","66","54","1500000US240037061013","Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland"
"916","178","259","81","52","46","32","33","20","33","0","12","20","33","207","81","657","148","433","135","306","145","127","132","25","37","102","126","224","131","1500000US240037063011","Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland"
"1029","143","549","125","87","49","59","41","28","33","0","12","28","33","462","127","480","128","238","137","97","57","141","121","29","48","112","100","242","105","1500000US240037063012","Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland"
"453","91","279","87","112","74","112","74","0","12","0","12","0","12","167","75","174","76","83","54","57","49","26","33","0","12","26","33","91","60","1500000US240037063013","Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland"
"862","115","329","78","126","55","126","55","0","12","0","12","0","12","203","65","533","112","203","85","143","73","60","54","38","47","22","26","330","102","1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland"
"324","65","162","65","131","61","131","61","0","12","0","12","0","12","31","24","162","55","80","43","80","43","0","12","0","12","0","12","82","39","1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland"
"486","71","264","64","183","53","151","50","32","24","13","20","19","20","81","34","222","66","124","54","120","55","4","8","0","12","4","8","98","55","1500000US240037063023","Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland"
"866","214","232","86","153","83","153","83","0","12","0","12","0","12","79","50","634","212","339","152","291","154","48","53","0","12","48","53","295","148","1500000US240037064011","Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland"
