"GEO_ID","NAME","B19301_001E","B19301_001EA","B19301_001M","B19301_001MA",
"1500000US240010018003","Block Group 3, Census Tract 18, Allegany County, Maryland","7833","null","2036","null",
"1500000US240010019001","Block Group 1, Census Tract 19, Allegany County, Maryland","22171","null","3709","null",
"1500000US240010019002","Block Group 2, Census Tract 19, Allegany County, Maryland","22653","null","3162","null",
"1500000US240010020001","Block Group 1, Census Tract 20, Allegany County, Maryland","17185","null","3243","null",
"1500000US240010020002","Block Group 2, Census Tract 20, Allegany County, Maryland","28346","null","4756","null",
"1500000US240010020003","Block Group 3, Census Tract 20, Allegany County, Maryland","23889","null","6252","null",
"1500000US240010021001","Block Group 1, Census Tract 21, Allegany County, Maryland","21304","null","2173","null",
"1500000US240010021002","Block Group 2, Census Tract 21, Allegany County, Maryland","20946","null","2887","null",
"1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland","22664","null","3585","null",
"1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland","21243","null","5645","null",
"1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland","27743","null","3361","null",
"1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland","41772","null","6938","null",
"1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland","50167","null","8200","null",
"1500000US240037011013","Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland","37863","null","6006","null",
"1500000US240037011014","Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland","65132","null","10658","null",
"1500000US240037011021","Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland","50411","null","11559","null",
"1500000US240037011022","Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland","53288","null","17301","null",
"1500000US240037011023","Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland","27666","null","5896","null",
"1500000US240037011024","Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland","49195","null","7031","null",
"1500000US240037012001","Block Group 1, Census Tract 7012, Anne Arundel County, Maryland","48683","null","7881","null",
"1500000US240037012002","Block Group 2, Census Tract 7012, Anne Arundel County, Maryland","64495","null","24096","null",
"1500000US240037012003","Block Group 3, Census Tract 7012, Anne Arundel County, Maryland","46614","null","7593","null",
"1500000US240037012004","Block Group 4, Census Tract 7012, Anne Arundel County, Maryland","34560","null","4231","null",
"1500000US240037013001","Block Group 1, Census Tract 7013, Anne Arundel County, Maryland","51863","null","12283","null",
"1500000US240037013002","Block Group 2, Census Tract 7013, Anne Arundel County, Maryland","77497","null","30553","null",
"1500000US240037013003","Block Group 3, Census Tract 7013, Anne Arundel County, Maryland","44985","null","13602","null",
"1500000US240037013004","Block Group 4, Census Tract 7013, Anne Arundel County, Maryland","52272","null","19738","null",
"1500000US240037014001","Block Group 1, Census Tract 7014, Anne Arundel County, Maryland","64797","null","19503","null",
"1500000US240037014002","Block Group 2, Census Tract 7014, Anne Arundel County, Maryland","52309","null","6963","null",
"1500000US240037021001","Block Group 1, Census Tract 7021, Anne Arundel County, Maryland","44008","null","7695","null",
"1500000US240037021002","Block Group 2, Census Tract 7021, Anne Arundel County, Maryland","69388","null","51601","null",
"1500000US240037021003","Block Group 3, Census Tract 7021, Anne Arundel County, Maryland","95006","null","38040","null",
"1500000US240037021004","Block Group 4, Census Tract 7021, Anne Arundel County, Maryland","105506","null","65832","null",
"1500000US240037021005","Block Group 5, Census Tract 7021, Anne Arundel County, Maryland","33474","null","7430","null",
"1500000US240037022041","Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland","59281","null","5726","null",
"1500000US240037022042","Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland","49238","null","4866","null",
"1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland","44980","null","7551","null",
"1500000US240037022052","Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland","45779","null","5154","null",
"1500000US240037022053","Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland","48346","null","7573","null",
"1500000US240037022061","Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland","35579","null","4580","null",
"1500000US240037022062","Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland","44131","null","9665","null",
"1500000US240037022063","Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland","46031","null","13616","null",
"1500000US240037022081","Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland","46823","null","4656","null",
"1500000US240037022082","Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland","46504","null","8955","null",
"1500000US240037022091","Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland","50022","null","5755","null",
"1500000US240037022092","Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland","55848","null","8694","null",
"1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland","54374","null","12323","null",
"1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland","44490","null","9843","null",
"1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland","70015","null","10891","null",
"1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland","54818","null","7076","null",
"1500000US240037023004","Block Group 4, Census Tract 7023, Anne Arundel County, Maryland","57233","null","10367","null",
"1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland","54072","null","9005","null",
"1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland","60176","null","12469","null",
"1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland","69554","null","11991","null",
"1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland","34174","null","8019","null",
"1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland","38497","null","15310","null",
"1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland","24950","null","4652","null",
"1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland","32948","null","17717","null",
"1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland","45980","null","14373","null",
"1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland","72732","null","33648","null",
"1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland","53773","null","15985","null",
"1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland","44775","null","9774","null",
"1500000US240037026015","Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland","30843","null","7717","null",
"1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland","63498","null","15894","null",
"1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland","74780","null","12962","null",
"1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland","62523","null","15926","null",
"1500000US240037027011","Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland","39692","null","7594","null",
"1500000US240037027012","Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland","43168","null","7034","null",
"1500000US240037027013","Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland","49964","null","6753","null",
"1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland","90631","null","16576","null",
"1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland","67382","null","10683","null",
"1500000US240037061011","Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland","82770","null","14426","null",
"1500000US240037061012","Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland","40421","null","14515","null",
"1500000US240037061013","Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland","18495","null","4992","null",
"1500000US240037063011","Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland","61730","null","23738","null",
"1500000US240037063012","Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland","39752","null","11929","null",
"1500000US240037063013","Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland","93459","null","26374","null",
"1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland","55579","null","10898","null",
"1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland","76537","null","19140","null",
"1500000US240037063023","Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland","87252","null","35021","null",
"1500000US240037064011","Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland","34457","null","11677","null",
"1500000US240037064012","Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland","25593","null","7036","null",
"1500000US240037064013","Block Group 3, Census Tract 7064.01, Anne Arundel County, Maryland","24443","null","8600","null",
"1500000US240037064021","Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland","63065","null","14586","null",
"1500000US240037064022","Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland","33000","null","6748","null",
"1500000US240037065001","Block Group 1, Census Tract 7065, Anne Arundel County, Maryland","30749","null","8255","null",
"1500000US240037065002","Block Group 2, Census Tract 7065, Anne Arundel County, Maryland","35689","null","12767","null",
"1500000US240037065003","Block Group 3, Census Tract 7065, Anne Arundel County, Maryland","35863","null","6003","null",
"1500000US240037065004","Block Group 4, Census Tract 7065, Anne Arundel County, Maryland","104962","null","50689","null",
"1500000US240037066001","Block Group 1, Census Tract 7066, Anne Arundel County, Maryland","66776","null","12901","null",
"1500000US240037066002","Block Group 2, Census Tract 7066, Anne Arundel County, Maryland","61825","null","7551","null",
"1500000US240037066003","Block Group 3, Census Tract 7066, Anne Arundel County, Maryland","38346","null","7307","null",
"1500000US240037066004","Block Group 4, Census Tract 7066, Anne Arundel County, Maryland","40876","null","7926","null",
"1500000US240037066005","Block Group 5, Census Tract 7066, Anne Arundel County, Maryland","9127","null","2013","null",
"1500000US240037067001","Block Group 1, Census Tract 7067, Anne Arundel County, Maryland","17295","null","4641","null",
"1500000US240037070011","Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland","38139","null","7675","null",
"1500000US240037070012","Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland","46926","null","11487","null",
"1500000US240037070013","Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland","29321","null","7043","null",
"1500000US240037070021","Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland","42606","null","9570","null",
"1500000US240037070022","Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland","62742","null","25131","null",
"1500000US240037070023","Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland","39845","null","3837","null",
"1500000US240037080011","Block Group 1, Census Tract 7080.01, Anne Arundel County, Maryland","52081","null","7428","null",
"1500000US240037080012","Block Group 2, Census Tract 7080.01, Anne Arundel County, Maryland","37899","null","6180","null",
"1500000US240037080041","Block Group 1, Census Tract 7080.04, Anne Arundel County, Maryland","28452","null","5553","null",
"1500000US240037080042","Block Group 2, Census Tract 7080.04, Anne Arundel County, Maryland","50842","null","10099","null",
"1500000US240037080043","Block Group 3, Census Tract 7080.04, Anne Arundel County, Maryland","20115","null","5360","null",
"1500000US240037301001","Block Group 1, Census Tract 7301, Anne Arundel County, Maryland","40421","null","6940","null",
"1500000US240037301002","Block Group 2, Census Tract 7301, Anne Arundel County, Maryland","33388","null","5048","null",
"1500000US240037301003","Block Group 3, Census Tract 7301, Anne Arundel County, Maryland","47221","null","4682","null",
"1500000US240037302031","Block Group 1, Census Tract 7302.03, Anne Arundel County, Maryland","20713","null","3561","null",
"1500000US240037302032","Block Group 2, Census Tract 7302.03, Anne Arundel County, Maryland","20318","null","5919","null",
"1500000US240037302033","Block Group 3, Census Tract 7302.03, Anne Arundel County, Maryland","19934","null","5102","null",
"1500000US240037302034","Block Group 4, Census Tract 7302.03, Anne Arundel County, Maryland","23322","null","8100","null",
"1500000US240037302041","Block Group 1, Census Tract 7302.04, Anne Arundel County, Maryland","29128","null","4109","null",
"1500000US240037302042","Block Group 2, Census Tract 7302.04, Anne Arundel County, Maryland","25215","null","4359","null",
"1500000US240037302043","Block Group 3, Census Tract 7302.04, Anne Arundel County, Maryland","28113","null","7264","null",
"1500000US240037303001","Block Group 1, Census Tract 7303, Anne Arundel County, Maryland","24999","null","3830","null",
"1500000US240037303002","Block Group 2, Census Tract 7303, Anne Arundel County, Maryland","33765","null","6082","null",
"1500000US240037304011","Block Group 1, Census Tract 7304.01, Anne Arundel County, Maryland","35302","null","5951","null",
"1500000US240037304012","Block Group 2, Census Tract 7304.01, Anne Arundel County, Maryland","23729","null","3255","null",
"1500000US240037304021","Block Group 1, Census Tract 7304.02, Anne Arundel County, Maryland","28322","null","5464","null",
"1500000US240037304022","Block Group 2, Census Tract 7304.02, Anne Arundel County, Maryland","24793","null","4693","null",
"1500000US240037304023","Block Group 3, Census Tract 7304.02, Anne Arundel County, Maryland","30047","null","6884","null",
"1500000US240037305021","Block Group 1, Census Tract 7305.02, Anne Arundel County, Maryland","38635","null","9491","null",
"1500000US240037305022","Block Group 2, Census Tract 7305.02, Anne Arundel County, Maryland","27645","null","5602","null",
"1500000US240037305023","Block Group 3, Census Tract 7305.02, Anne Arundel County, Maryland","51848","null","6953","null",
"1500000US240037305041","Block Group 1, Census Tract 7305.04, Anne Arundel County, Maryland","45573","null","6663","null",
"1500000US240037305042","Block Group 2, Census Tract 7305.04, Anne Arundel County, Maryland","26788","null","5502","null",
"1500000US240037305043","Block Group 3, Census Tract 7305.04, Anne Arundel County, Maryland","42488","null","6149","null",
"1500000US240037305051","Block Group 1, Census Tract 7305.05, Anne Arundel County, Maryland","26524","null","4350","null",
"1500000US240037305052","Block Group 2, Census Tract 7305.05, Anne Arundel County, Maryland","22433","null","6795","null",
"1500000US240037305061","Block Group 1, Census Tract 7305.06, Anne Arundel County, Maryland","36504","null","7131","null",
"1500000US240037305062","Block Group 2, Census Tract 7305.06, Anne Arundel County, Maryland","20948","null","4627","null",
"1500000US240037305063","Block Group 3, Census Tract 7305.06, Anne Arundel County, Maryland","25067","null","4247","null",
"1500000US240037306011","Block Group 1, Census Tract 7306.01, Anne Arundel County, Maryland","56956","null","7794","null",
"1500000US240037306012","Block Group 2, Census Tract 7306.01, Anne Arundel County, Maryland","55824","null","7620","null",
"1500000US240037306013","Block Group 3, Census Tract 7306.01, Anne Arundel County, Maryland","57248","null","21318","null",
"1500000US240037306014","Block Group 4, Census Tract 7306.01, Anne Arundel County, Maryland","54930","null","12325","null",
"1500000US240037306031","Block Group 1, Census Tract 7306.03, Anne Arundel County, Maryland","30430","null","5238","null",
"1500000US240037306032","Block Group 2, Census Tract 7306.03, Anne Arundel County, Maryland","54348","null","7827","null",
"1500000US240037306041","Block Group 1, Census Tract 7306.04, Anne Arundel County, Maryland","77589","null","12361","null",
"1500000US240037306042","Block Group 2, Census Tract 7306.04, Anne Arundel County, Maryland","43693","null","5400","null",
"1500000US240037306043","Block Group 3, Census Tract 7306.04, Anne Arundel County, Maryland","42112","null","5582","null",
"1500000US240037307001","Block Group 1, Census Tract 7307, Anne Arundel County, Maryland","67386","null","17762","null",
"1500000US240037307002","Block Group 2, Census Tract 7307, Anne Arundel County, Maryland","38211","null","5727","null",
"1500000US240037307003","Block Group 3, Census Tract 7307, Anne Arundel County, Maryland","35675","null","17035","null",
"1500000US240037307004","Block Group 4, Census Tract 7307, Anne Arundel County, Maryland","64246","null","21688","null",
"1500000US240037307005","Block Group 5, Census Tract 7307, Anne Arundel County, Maryland","41337","null","10788","null",
"1500000US240037308001","Block Group 1, Census Tract 7308, Anne Arundel County, Maryland","76981","null","12454","null",
"1500000US240037309011","Block Group 1, Census Tract 7309.01, Anne Arundel County, Maryland","67750","null","14542","null",
"1500000US240037309012","Block Group 2, Census Tract 7309.01, Anne Arundel County, Maryland","53512","null","6627","null",
"1500000US240037309013","Block Group 3, Census Tract 7309.01, Anne Arundel County, Maryland","41690","null","6209","null",
"1500000US240037309021","Block Group 1, Census Tract 7309.02, Anne Arundel County, Maryland","64718","null","11053","null",
"1500000US240037309022","Block Group 2, Census Tract 7309.02, Anne Arundel County, Maryland","68155","null","16245","null",
"1500000US240037310021","Block Group 1, Census Tract 7310.02, Anne Arundel County, Maryland","42368","null","4960","null",
"1500000US240037310022","Block Group 2, Census Tract 7310.02, Anne Arundel County, Maryland","41795","null","8196","null",
"1500000US240037310031","Block Group 1, Census Tract 7310.03, Anne Arundel County, Maryland","39711","null","8171","null",
"1500000US240037310032","Block Group 2, Census Tract 7310.03, Anne Arundel County, Maryland","42358","null","8357","null",
"1500000US240037310033","Block Group 3, Census Tract 7310.03, Anne Arundel County, Maryland","46808","null","7058","null",
"1500000US240037310041","Block Group 1, Census Tract 7310.04, Anne Arundel County, Maryland","28641","null","4685","null",
"1500000US240037310042","Block Group 2, Census Tract 7310.04, Anne Arundel County, Maryland","40305","null","4166","null",
"1500000US240037311021","Block Group 1, Census Tract 7311.02, Anne Arundel County, Maryland","37620","null","14200","null",
"1500000US240037311022","Block Group 2, Census Tract 7311.02, Anne Arundel County, Maryland","56738","null","9375","null",
"1500000US240037311023","Block Group 3, Census Tract 7311.02, Anne Arundel County, Maryland","41184","null","4962","null",
"1500000US240037311024","Block Group 4, Census Tract 7311.02, Anne Arundel County, Maryland","45386","null","7180","null",
"1500000US240037311031","Block Group 1, Census Tract 7311.03, Anne Arundel County, Maryland","41842","null","5489","null",
"1500000US240037311032","Block Group 2, Census Tract 7311.03, Anne Arundel County, Maryland","37492","null","5705","null",
"1500000US240037311033","Block Group 3, Census Tract 7311.03, Anne Arundel County, Maryland","41410","null","5683","null",
"1500000US240037311041","Block Group 1, Census Tract 7311.04, Anne Arundel County, Maryland","37074","null","4180","null",
"1500000US240037311042","Block Group 2, Census Tract 7311.04, Anne Arundel County, Maryland","43143","null","10134","null",
"1500000US240037311051","Block Group 1, Census Tract 7311.05, Anne Arundel County, Maryland","40743","null","7221","null",
"1500000US240037311052","Block Group 2, Census Tract 7311.05, Anne Arundel County, Maryland","37408","null","6061","null",
"1500000US240037312011","Block Group 1, Census Tract 7312.01, Anne Arundel County, Maryland","55760","null","11849","null",
"1500000US240037312012","Block Group 2, Census Tract 7312.01, Anne Arundel County, Maryland","56245","null","17152","null",
"1500000US240037312013","Block Group 3, Census Tract 7312.01, Anne Arundel County, Maryland","55726","null","15714","null",
"1500000US240037312014","Block Group 4, Census Tract 7312.01, Anne Arundel County, Maryland","37522","null","6727","null",
"1500000US240037312021","Block Group 1, Census Tract 7312.02, Anne Arundel County, Maryland","42063","null","7374","null",
"1500000US240037312022","Block Group 2, Census Tract 7312.02, Anne Arundel County, Maryland","39766","null","10331","null",
"1500000US240037312023","Block Group 3, Census Tract 7312.02, Anne Arundel County, Maryland","37592","null","8749","null",
"1500000US240037312024","Block Group 4, Census Tract 7312.02, Anne Arundel County, Maryland","61933","null","21838","null",
"1500000US240037312025","Block Group 5, Census Tract 7312.02, Anne Arundel County, Maryland","39646","null","4817","null",
"1500000US240037312031","Block Group 1, Census Tract 7312.03, Anne Arundel County, Maryland","30668","null","6561","null",
"1500000US240037312032","Block Group 2, Census Tract 7312.03, Anne Arundel County, Maryland","35918","null","4919","null",
"1500000US240037312033","Block Group 3, Census Tract 7312.03, Anne Arundel County, Maryland","61238","null","11659","null",
"1500000US240037312034","Block Group 4, Census Tract 7312.03, Anne Arundel County, Maryland","32352","null","8129","null",
"1500000US240037312035","Block Group 5, Census Tract 7312.03, Anne Arundel County, Maryland","40026","null","10902","null",
"1500000US240037312041","Block Group 1, Census Tract 7312.04, Anne Arundel County, Maryland","33943","null","8972","null",
"1500000US240037312042","Block Group 2, Census Tract 7312.04, Anne Arundel County, Maryland","42604","null","6880","null",
"1500000US240037312043","Block Group 3, Census Tract 7312.04, Anne Arundel County, Maryland","34166","null","6805","null",
"1500000US240037312044","Block Group 4, Census Tract 7312.04, Anne Arundel County, Maryland","28985","null","5135","null",
"1500000US240037313031","Block Group 1, Census Tract 7313.03, Anne Arundel County, Maryland","27903","null","6684","null",
"1500000US240037313032","Block Group 2, Census Tract 7313.03, Anne Arundel County, Maryland","44452","null","5644","null",
"1500000US240037313033","Block Group 3, Census Tract 7313.03, Anne Arundel County, Maryland","51915","null","5707","null",
"1500000US240037313034","Block Group 4, Census Tract 7313.03, Anne Arundel County, Maryland","140400","null","77719","null",
"1500000US240037313061","Block Group 1, Census Tract 7313.06, Anne Arundel County, Maryland","39347","null","12709","null",
"1500000US240037313062","Block Group 2, Census Tract 7313.06, Anne Arundel County, Maryland","29113","null","5182","null",
"1500000US240037313063","Block Group 3, Census Tract 7313.06, Anne Arundel County, Maryland","45030","null","5566","null",
"1500000US240037313064","Block Group 4, Census Tract 7313.06, Anne Arundel County, Maryland","46546","null","10778","null",
"1500000US240037313065","Block Group 5, Census Tract 7313.06, Anne Arundel County, Maryland","54039","null","9661","null",
"1500000US240037313071","Block Group 1, Census Tract 7313.07, Anne Arundel County, Maryland","36898","null","3752","null",
"1500000US240037313072","Block Group 2, Census Tract 7313.07, Anne Arundel County, Maryland","34203","null","6013","null",
"1500000US240037313073","Block Group 3, Census Tract 7313.07, Anne Arundel County, Maryland","36031","null","6483","null",
"1500000US240037313081","Block Group 1, Census Tract 7313.08, Anne Arundel County, Maryland","37922","null","8562","null",
"1500000US240037313082","Block Group 2, Census Tract 7313.08, Anne Arundel County, Maryland","31976","null","5755","null",
"1500000US240037313091","Block Group 1, Census Tract 7313.09, Anne Arundel County, Maryland","31638","null","4497","null",
"1500000US240037313092","Block Group 2, Census Tract 7313.09, Anne Arundel County, Maryland","31836","null","7917","null",
"1500000US240037313093","Block Group 3, Census Tract 7313.09, Anne Arundel County, Maryland","25754","null","5002","null",
"1500000US240037313101","Block Group 1, Census Tract 7313.10, Anne Arundel County, Maryland","32530","null","4977","null",
"1500000US240037313102","Block Group 2, Census Tract 7313.10, Anne Arundel County, Maryland","37159","null","5542","null",
"1500000US240037313103","Block Group 3, Census Tract 7313.10, Anne Arundel County, Maryland","34780","null","5051","null",
"1500000US240037313111","Block Group 1, Census Tract 7313.11, Anne Arundel County, Maryland","41440","null","5563","null",
"1500000US240037313112","Block Group 2, Census Tract 7313.11, Anne Arundel County, Maryland","35082","null","4100","null",
"1500000US240037313113","Block Group 3, Census Tract 7313.11, Anne Arundel County, Maryland","27251","null","4270","null",
"1500000US240037401021","Block Group 1, Census Tract 7401.02, Anne Arundel County, Maryland","47002","null","15322","null",
"1500000US240037401022","Block Group 2, Census Tract 7401.02, Anne Arundel County, Maryland","53728","null","5934","null",
"1500000US240037401023","Block Group 3, Census Tract 7401.02, Anne Arundel County, Maryland","19812","null","11027","null",
"1500000US240037401031","Block Group 1, Census Tract 7401.03, Anne Arundel County, Maryland","43294","null","7008","null",
"1500000US240037401032","Block Group 2, Census Tract 7401.03, Anne Arundel County, Maryland","40610","null","6655","null",
"1500000US240037401033","Block Group 3, Census Tract 7401.03, Anne Arundel County, Maryland","33438","null","6247","null",
"1500000US240037401034","Block Group 4, Census Tract 7401.03, Anne Arundel County, Maryland","41855","null","8828","null",
"1500000US240037401041","Block Group 1, Census Tract 7401.04, Anne Arundel County, Maryland","45733","null","5830","null",
"1500000US240037401042","Block Group 2, Census Tract 7401.04, Anne Arundel County, Maryland","36533","null","5208","null",
"1500000US240037401043","Block Group 3, Census Tract 7401.04, Anne Arundel County, Maryland","34355","null","7605","null",
