"B11006_001E","B11006_001M","B11006_002E","B11006_002M","B11006_003E","B11006_003M","B11006_004E","B11006_004M","B11006_005E","B11006_005M","B11006_006E","B11006_006M","B11006_007E","B11006_007M","B11006_008E","B11006_008M","B11006_009E","B11006_009M","B11006_010E","B11006_010M","B11006_011E","B11006_011M","B11006_012E","B11006_012M","B11006_013E","B11006_013M","B11006_014E","B11006_014M","B11006_015E","B11006_015M","GEO_ID","NAME"
"666","97","96","45","54","32","48","29","6","12","6","12","0","12","42","33","570","107","381","101","206","70","175","85","9","15","166","83","189","62","1500000US240054915003","Block Group 3, Census Tract 4915, Baltimore County, Maryland"
"215","75","120","57","17","22","4","13","13","19","13","19","0","12","103","53","95","58","72","61","52","58","20","24","0","12","20","24","23","22","1500000US240054916001","Block Group 1, Census Tract 4916, Baltimore County, Maryland"
"511","95","264","99","105","55","32","27","73","58","0","12","73","58","159","80","247","76","174","68","110","58","64","48","21","31","43","34","73","44","1500000US240054916002","Block Group 2, Census Tract 4916, Baltimore County, Maryland"
"379","77","151","62","90","49","86","47","4","8","0","12","4","8","61","46","228","76","151","66","95","60","56","46","0","12","56","46","77","52","1500000US240054916003","Block Group 3, Census Tract 4916, Baltimore County, Maryland"
"514","100","181","71","90","37","61","29","29","25","0","12","29","25","91","60","333","91","157","56","115","49","42","34","11","17","31","32","176","68","1500000US240054917011","Block Group 1, Census Tract 4917.01, Baltimore County, Maryland"
"762","120","273","72","149","59","96","53","53","48","24","38","29","30","124","53","489","132","373","132","112","55","261","123","29","27","232","121","116","67","1500000US240054917012","Block Group 2, Census Tract 4917.01, Baltimore County, Maryland"
"460","72","242","66","150","52","141","51","9","15","9","15","0","12","92","50","218","71","171","64","171","64","0","12","0","12","0","12","47","32","1500000US240054917013","Block Group 3, Census Tract 4917.01, Baltimore County, Maryland"
"361","42","184","40","95","33","87","32","8","11","8","11","0","12","89","34","177","45","122","37","108","34","14","15","8","12","6","10","55","32","1500000US240054919001","Block Group 1, Census Tract 4919, Baltimore County, Maryland"
"407","41","196","44","92","36","75","32","17","15","0","12","17","15","104","37","211","47","130","43","110","44","20","19","7","12","13","14","81","39","1500000US240054919002","Block Group 2, Census Tract 4919, Baltimore County, Maryland"
"304","50","132","51","48","32","48","32","0","12","0","12","0","12","84","44","172","37","143","32","94","32","49","27","6","9","43","25","29","19","1500000US240054920011","Block Group 1, Census Tract 4920.01, Baltimore County, Maryland"
"259","44","139","45","65","31","41","21","24","27","0","12","24","27","74","37","120","40","51","30","44","31","7","11","7","11","0","12","69","31","1500000US240054920012","Block Group 2, Census Tract 4920.01, Baltimore County, Maryland"
"265","55","91","35","60","33","31","23","29","30","16","23","13","21","31","22","174","59","144","55","135","55","9","14","0","12","9","14","30","28","1500000US240054920021","Block Group 1, Census Tract 4920.02, Baltimore County, Maryland"
"402","64","160","43","108","40","108","40","0","12","0","12","0","12","52","32","242","71","180","68","120","46","60","57","7","12","53","56","62","45","1500000US240054920022","Block Group 2, Census Tract 4920.02, Baltimore County, Maryland"
"397","86","125","51","82","35","64","32","18","22","0","12","18","22","43","41","272","85","127","58","61","41","66","46","6","11","60","44","145","75","1500000US240054920023","Block Group 3, Census Tract 4920.02, Baltimore County, Maryland"
"438","68","194","63","114","54","107","53","7","12","0","12","7","12","80","48","244","56","184","52","166","53","18","18","0","12","18","18","60","40","1500000US240054920024","Block Group 4, Census Tract 4920.02, Baltimore County, Maryland"
"293","51","154","55","31","23","22","19","9","14","0","12","9","14","123","54","139","59","101","52","74","40","27","29","0","12","27","29","38","29","1500000US240054921011","Block Group 1, Census Tract 4921.01, Baltimore County, Maryland"
"508","92","183","75","52","35","30","22","22","27","0","12","22","27","131","66","325","96","162","79","48","38","114","69","16","24","98","68","163","84","1500000US240054921012","Block Group 2, Census Tract 4921.01, Baltimore County, Maryland"
"331","69","191","55","107","46","83","45","24","23","0","12","24","23","84","42","140","64","128","61","106","56","22","25","13","20","9","14","12","20","1500000US240054921013","Block Group 3, Census Tract 4921.01, Baltimore County, Maryland"
"444","103","209","85","84","41","77","39","7","10","0","12","7","10","125","84","235","93","182","91","104","58","78","75","78","75","0","12","53","41","1500000US240054921014","Block Group 4, Census Tract 4921.01, Baltimore County, Maryland"
"305","42","88","30","60","27","53","25","7","10","0","12","7","10","28","20","217","47","152","45","84","32","68","42","36","33","32","24","65","30","1500000US240054921021","Block Group 1, Census Tract 4921.02, Baltimore County, Maryland"
"475","47","186","38","125","33","97","38","28","21","12","15","16","13","61","27","289","49","139","38","79","30","60","33","8","11","52","33","150","50","1500000US240054921022","Block Group 2, Census Tract 4921.02, Baltimore County, Maryland"
"496","87","345","76","242","81","208","80","34","36","0","12","34","36","103","56","151","82","121","75","88","59","33","47","33","47","0","12","30","35","1500000US240054922001","Block Group 1, Census Tract 4922, Baltimore County, Maryland"
"963","153","399","130","194","98","117","80","77","64","50","60","27","23","205","91","564","158","325","126","275","121","50","47","24","30","26","33","239","107","1500000US240054922002","Block Group 2, Census Tract 4922, Baltimore County, Maryland"
"524","151","132","111","47","23","33","22","14","21","0","12","14","21","85","109","392","145","212","119","144","101","68","67","0","12","68","67","180","124","1500000US240054922003","Block Group 3, Census Tract 4922, Baltimore County, Maryland"
"421","82","247","72","185","70","73","45","112","65","25","25","87","60","62","42","174","60","130","55","88","50","42","33","21","24","21","21","44","28","1500000US240054923001","Block Group 1, Census Tract 4923, Baltimore County, Maryland"
"693","87","288","80","215","77","140","66","75","52","32","36","43","32","73","38","405","83","302","78","222","74","80","50","20","21","60","46","103","55","1500000US240054923002","Block Group 2, Census Tract 4923, Baltimore County, Maryland"
"618","95","224","76","177","67","67","43","110","63","23","23","87","62","47","58","394","101","293","93","194","87","99","54","16","25","83","50","101","54","1500000US240054924011","Block Group 1, Census Tract 4924.01, Baltimore County, Maryland"
"715","99","253","72","212","67","157","61","55","38","8","13","47","35","41","35","462","104","295","79","205","78","90","41","15","18","75","38","167","82","1500000US240054924012","Block Group 2, Census Tract 4924.01, Baltimore County, Maryland"
"1314","238","419","174","317","155","196","125","121","91","0","12","121","91","102","73","895","233","502","180","381","178","121","82","0","12","121","82","393","231","1500000US240054924021","Block Group 1, Census Tract 4924.02, Baltimore County, Maryland"
"1489","199","540","121","166","78","115","63","51","55","0","12","51","55","374","116","949","190","502","154","268","99","234","130","90","74","144","112","447","171","1500000US240054924022","Block Group 2, Census Tract 4924.02, Baltimore County, Maryland"
"8","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","6","4","6","4","6","0","12","0","12","0","12","4","6","1500000US240054925001","Block Group 1, Census Tract 4925, Baltimore County, Maryland"
"5","7","5","7","5","7","5","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240054925002","Block Group 2, Census Tract 4925, Baltimore County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240054926001","Block Group 1, Census Tract 4926, Baltimore County, Maryland"
"542","65","214","49","115","41","82","40","33","27","9","14","24","21","99","53","328","64","244","70","111","48","133","71","25","32","108","62","84","39","1500000US240054926002","Block Group 2, Census Tract 4926, Baltimore County, Maryland"
"906","95","223","71","112","54","83","35","29","41","0","12","29","41","111","55","683","98","412","115","216","81","196","91","73","52","123","72","271","100","1500000US240054926003","Block Group 3, Census Tract 4926, Baltimore County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240059800001","Block Group 1, Census Tract 9800, Baltimore County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240059801001","Block Group 1, Census Tract 9801, Baltimore County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240059802001","Block Group 1, Census Tract 9802, Baltimore County, Maryland"
"632","62","259","49","164","46","135","42","29","27","0","12","29","27","95","44","373","67","297","67","257","65","40","41","22","31","18","29","76","47","1500000US240098601011","Block Group 1, Census Tract 8601.01, Calvert County, Maryland"
"471","50","218","42","176","43","124","39","52","35","29","26","23","25","42","26","253","52","253","52","233","53","20","23","11","17","9","14","0","12","1500000US240098601012","Block Group 2, Census Tract 8601.01, Calvert County, Maryland"
"690","68","396","72","330","70","286","63","44","38","11","17","33","35","66","43","294","65","258","60","200","65","58","38","6","10","52","40","36","32","1500000US240098601021","Block Group 1, Census Tract 8601.02, Calvert County, Maryland"
"327","54","191","58","110","46","65","38","45","34","9","15","36","32","81","55","136","53","95","45","85","43","10","15","10","15","0","12","41","40","1500000US240098601022","Block Group 2, Census Tract 8601.02, Calvert County, Maryland"
"808","100","348","81","294","84","255","85","39","37","28","31","11","18","54","39","460","100","425","101","406","102","19","22","0","12","19","22","35","33","1500000US240098602001","Block Group 1, Census Tract 8602, Calvert County, Maryland"
"1213","125","593","130","489","136","367","147","122","88","0","12","122","88","104","61","620","110","540","101","469","103","71","51","16","25","55","45","80","79","1500000US240098602002","Block Group 2, Census Tract 8602, Calvert County, Maryland"
"556","76","236","71","187","75","161","76","26","25","8","14","18","20","49","29","320","78","281","75","245","71","36","29","9","13","27","25","39","31","1500000US240098603001","Block Group 1, Census Tract 8603, Calvert County, Maryland"
"583","83","324","81","265","74","213","68","52","53","0","12","52","53","59","42","259","64","241","66","223","66","18","19","8","13","10","14","18","19","1500000US240098603002","Block Group 2, Census Tract 8603, Calvert County, Maryland"
"334","63","151","64","117","61","93","47","24","36","0","12","24","36","34","23","183","67","174","65","161","62","13","20","0","12","13","20","9","15","1500000US240098603003","Block Group 3, Census Tract 8603, Calvert County, Maryland"
"1050","166","349","80","210","63","153","55","57","33","12","12","45","30","139","56","701","165","514","133","404","123","110","56","40","37","70","43","187","100","1500000US240098604011","Block Group 1, Census Tract 8604.01, Calvert County, Maryland"
"451","86","192","52","69","39","52","37","17","18","6","11","11","14","123","42","259","80","110","57","67","44","43","32","5","9","38","31","149","55","1500000US240098604012","Block Group 2, Census Tract 8604.01, Calvert County, Maryland"
"1649","241","707","201","359","133","242","101","117","94","36","51","81","76","348","144","942","235","726","192","438","185","288","133","93","86","195","90","216","191","1500000US240098604013","Block Group 3, Census Tract 8604.01, Calvert County, Maryland"
"921","144","282","93","196","86","153","76","43","43","0","12","43","43","86","58","639","140","495","140","449","130","46","40","32","45","14","22","144","59","1500000US240098604014","Block Group 4, Census Tract 8604.01, Calvert County, Maryland"
"1033","118","384","95","248","100","212","96","36","27","36","27","0","12","136","57","649","109","533","102","368","107","165","67","54","39","111","53","116","70","1500000US240098604021","Block Group 1, Census Tract 8604.02, Calvert County, Maryland"
"232","68","33","29","12","18","12","18","0","12","0","12","0","12","21","24","199","64","168","62","106","53","62","55","9","14","53","54","31","33","1500000US240098604022","Block Group 2, Census Tract 8604.02, Calvert County, Maryland"
"934","109","320","91","234","87","167","70","67","64","55","59","12","19","86","50","614","99","581","90","537","91","44","38","44","38","0","12","33","34","1500000US240098605011","Block Group 1, Census Tract 8605.01, Calvert County, Maryland"
"1105","133","358","90","341","87","290","83","51","44","23","27","28","35","17","27","747","127","643","124","578","129","65","48","43","39","22","28","104","68","1500000US240098605012","Block Group 2, Census Tract 8605.01, Calvert County, Maryland"
"465","67","210","51","154","49","129","44","25","23","0","12","25","23","56","35","255","69","205","64","205","64","0","12","0","12","0","12","50","37","1500000US240098605021","Block Group 1, Census Tract 8605.02, Calvert County, Maryland"
"665","74","327","75","250","72","226","74","24","23","0","12","24","23","77","46","338","83","303","76","207","64","96","66","24","28","72","57","35","29","1500000US240098605022","Block Group 2, Census Tract 8605.02, Calvert County, Maryland"
"863","126","328","124","245","99","228","91","17","27","0","12","17","27","83","79","535","124","434","116","376","116","58","44","19","28","39","37","101","76","1500000US240098606001","Block Group 1, Census Tract 8606, Calvert County, Maryland"
"763","117","324","100","257","96","221","85","36","41","0","12","36","41","67","66","439","104","385","102","364","99","21","27","12","20","9","17","54","41","1500000US240098606002","Block Group 2, Census Tract 8606, Calvert County, Maryland"
"657","121","180","87","159","90","151","86","8","20","0","12","8","20","21","24","477","110","465","113","406","112","59","59","11","19","48","58","12","19","1500000US240098606003","Block Group 3, Census Tract 8606, Calvert County, Maryland"
"1154","94","543","87","226","70","157","50","69","56","30","23","39","50","317","86","611","105","455","93","391","105","64","55","37","44","27","29","156","81","1500000US240098607011","Block Group 1, Census Tract 8607.01, Calvert County, Maryland"
"477","111","144","69","144","69","99","50","45","66","0","12","45","66","0","12","333","103","211","65","131","53","80","53","62","51","18","21","122","93","1500000US240098607021","Block Group 1, Census Tract 8607.02, Calvert County, Maryland"
"702","141","201","69","138","64","112","59","26","30","0","12","26","30","63","40","501","116","300","87","93","47","207","88","45","54","162","73","201","90","1500000US240098607022","Block Group 2, Census Tract 8607.02, Calvert County, Maryland"
"610","97","190","66","139","57","68","41","71","50","22","35","49","48","51","35","420","89","377","89","273","95","104","68","17","20","87","65","43","32","1500000US240098607031","Block Group 1, Census Tract 8607.03, Calvert County, Maryland"
"706","125","353","89","225","79","172","75","53","32","25","24","28","30","128","65","353","107","323","105","231","94","92","72","11","18","81","71","30","30","1500000US240098607032","Block Group 2, Census Tract 8607.03, Calvert County, Maryland"
"842","112","419","103","383","106","335","97","48","57","34","54","14","23","36","42","423","99","381","95","316","104","65","61","0","12","65","61","42","37","1500000US240098608011","Block Group 1, Census Tract 8608.01, Calvert County, Maryland"
"278","88","87","37","75","39","75","39","0","12","0","12","0","12","12","19","191","88","143","78","65","46","78","73","54","81","24","36","48","54","1500000US240098608012","Block Group 2, Census Tract 8608.01, Calvert County, Maryland"
"1028","159","450","98","343","90","266","91","77","42","0","12","77","42","107","64","578","162","422","142","348","119","74","83","0","12","74","83","156","90","1500000US240098608013","Block Group 3, Census Tract 8608.01, Calvert County, Maryland"
"241","67","151","54","103","45","65","35","38","32","9","16","29","35","48","31","90","56","54","41","45","39","9","15","0","12","9","15","36","39","1500000US240098608021","Block Group 1, Census Tract 8608.02, Calvert County, Maryland"
"442","83","182","51","81","36","81","36","0","12","0","12","0","12","101","50","260","82","201","73","143","68","58","49","11","17","47","47","59","36","1500000US240098608022","Block Group 2, Census Tract 8608.02, Calvert County, Maryland"
"1155","127","386","82","254","62","181","52","73","33","8","12","65","32","132","67","769","144","629","134","369","118","260","117","91","106","169","88","140","89","1500000US240098608023","Block Group 3, Census Tract 8608.02, Calvert County, Maryland"
"1140","195","348","127","251","112","201","105","50","48","50","48","0","12","97","68","792","177","514","126","448","160","66","65","17","31","49","46","278","142","1500000US240098609001","Block Group 1, Census Tract 8609, Calvert County, Maryland"
"908","158","472","85","265","85","265","85","0","12","0","12","0","12","207","74","436","146","196","94","142","72","54","65","54","65","0","12","240","138","1500000US240098609002","Block Group 2, Census Tract 8609, Calvert County, Maryland"
"498","134","316","98","175","59","159","54","16","28","0","12","16","28","141","89","182","111","155","109","155","109","0","12","0","12","0","12","27","32","1500000US240098609003","Block Group 3, Census Tract 8609, Calvert County, Maryland"
"467","108","229","114","173","107","145","98","28","35","28","35","0","12","56","46","238","88","136","63","136","63","0","12","0","12","0","12","102","69","1500000US240098609004","Block Group 4, Census Tract 8609, Calvert County, Maryland"
"415","44","170","31","108","23","94","24","14","11","4","5","10","10","62","28","245","33","182","33","157","32","25","20","5","10","20","19","63","35","1500000US240098610011","Block Group 1, Census Tract 8610.01, Calvert County, Maryland"
"747","208","283","123","220","114","111","55","109","110","14","23","95","107","63","53","464","179","189","103","142","96","47","55","1","22","46","49","275","158","1500000US240098610031","Block Group 1, Census Tract 8610.03, Calvert County, Maryland"
"563","136","249","78","209","70","197","73","12","21","0","12","12","21","40","46","314","133","279","134","170","90","109","106","37","55","72","102","35","44","1500000US240098610032","Block Group 2, Census Tract 8610.03, Calvert County, Maryland"
"848","216","230","134","101","69","52","42","49","52","20","34","29","38","129","111","618","198","507","181","299","137","208","134","151","128","57","34","111","113","1500000US240098610033","Block Group 3, Census Tract 8610.03, Calvert County, Maryland"
"545","133","176","90","135","85","135","85","0","12","0","12","0","12","41","38","369","120","265","96","212","93","53","54","0","12","53","54","104","92","1500000US240098610041","Block Group 1, Census Tract 8610.04, Calvert County, Maryland"
"995","153","262","120","123","71","97","60","26","29","0","12","26","29","139","96","733","149","673","151","504","141","169","111","17","29","152","107","60","56","1500000US240098610042","Block Group 2, Census Tract 8610.04, Calvert County, Maryland"
"810","151","233","95","208","96","194","95","14","25","0","12","14","25","25","29","577","143","448","125","263","109","185","84","103","66","82","68","129","102","1500000US240098610043","Block Group 3, Census Tract 8610.04, Calvert County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240099901000","Block Group 0, Census Tract 9901, Calvert County, Maryland"
"618","90","228","68","132","53","116","50","16","16","16","16","0","12","96","45","390","90","298","69","233","71","65","35","38","28","27","21","92","71","1500000US240119550001","Block Group 1, Census Tract 9550, Caroline County, Maryland"
"449","93","200","60","129","51","105","48","24","22","0","12","24","22","71","43","249","93","181","66","101","43","80","57","46","51","34","26","68","58","1500000US240119550002","Block Group 2, Census Tract 9550, Caroline County, Maryland"
"613","112","275","80","186","84","186","84","0","12","0","12","0","12","89","55","338","108","220","87","152","71","68","63","50","54","18","30","118","75","1500000US240119551001","Block Group 1, Census Tract 9551, Caroline County, Maryland"
"790","116","223","73","129","59","101","51","28","27","2","5","26","26","94","40","567","97","510","96","286","69","224","72","88","55","136","63","57","29","1500000US240119551002","Block Group 2, Census Tract 9551, Caroline County, Maryland"
"682","138","314","107","158","76","119","72","39","37","0","12","39","37","156","83","368","125","309","122","227","110","82","50","17","27","65","42","59","48","1500000US240119551003","Block Group 3, Census Tract 9551, Caroline County, Maryland"
"734","86","261","74","178","72","110","49","68","52","43","46","25","24","83","38","473","77","411","71","304","70","107","50","22","19","85","47","62","45","1500000US240119552011","Block Group 1, Census Tract 9552.01, Caroline County, Maryland"
"743","92","277","67","155","55","108","48","47","36","15","23","32","27","122","49","466","91","317","75","171","48","146","78","42","49","104","65","149","49","1500000US240119552012","Block Group 2, Census Tract 9552.01, Caroline County, Maryland"
"359","61","177","52","140","48","127","47","13","12","2","3","11","12","37","25","182","50","139","48","88","34","51","48","0","12","51","48","43","23","1500000US240119552021","Block Group 1, Census Tract 9552.02, Caroline County, Maryland"
"396","59","175","47","123","34","115","32","8","11","5","10","3","4","52","35","221","45","149","35","116","33","33","24","18","19","15","14","72","42","1500000US240119552022","Block Group 2, Census Tract 9552.02, Caroline County, Maryland"
"711","104","430","76","376","72","340","68","36","33","11","16","25","29","54","42","281","75","264","73","219","69","45","38","22","33","23","25","17","28","1500000US240119553011","Block Group 1, Census Tract 9553.01, Caroline County, Maryland"
"693","102","301","81","165","60","117","55","48","39","0","12","48","39","136","60","392","89","350","90","288","80","62","47","26","32","36","34","42","37","1500000US240119553012","Block Group 2, Census Tract 9553.01, Caroline County, Maryland"
"526","106","180","54","113","47","106","47","7","12","0","12","7","12","67","38","346","103","251","79","133","58","118","76","38","36","80","67","95","65","1500000US240119553021","Block Group 1, Census Tract 9553.02, Caroline County, Maryland"
"256","66","76","43","29","25","29","25","0","12","0","12","0","12","47","34","180","68","118","58","36","34","82","52","26","29","56","43","62","46","1500000US240119553022","Block Group 2, Census Tract 9553.02, Caroline County, Maryland"
"461","89","153","67","71","44","39","28","32","38","32","38","0","12","82","53","308","92","198","83","64","57","134","74","0","12","134","74","110","63","1500000US240119553023","Block Group 3, Census Tract 9553.02, Caroline County, Maryland"
"275","59","136","42","81","35","75","33","6","9","0","12","6","9","55","30","139","49","120","47","96","47","24","23","16","20","8","11","19","20","1500000US240119554001","Block Group 1, Census Tract 9554, Caroline County, Maryland"
"521","69","217","56","164","48","141","42","23","16","23","16","0","12","53","38","304","62","266","55","239","54","27","22","16","18","11","13","38","31","1500000US240119554002","Block Group 2, Census Tract 9554, Caroline County, Maryland"
"428","94","145","46","98","38","78","36","20","23","9","16","11","16","47","33","283","98","209","79","197","80","12","16","0","12","12","16","74","58","1500000US240119555001","Block Group 1, Census Tract 9555, Caroline County, Maryland"
"409","76","160","52","108","44","94","43","14","15","0","12","14","15","52","24","249","71","195","66","149","62","46","34","15","15","31","30","54","29","1500000US240119555002","Block Group 2, Census Tract 9555, Caroline County, Maryland"
"641","133","241","66","180","60","164","61","16","16","0","12","16","16","61","34","400","126","252","96","167","70","85","72","71","66","14","18","148","95","1500000US240119555003","Block Group 3, Census Tract 9555, Caroline County, Maryland"
"227","72","92","50","48","30","48","30","0","12","0","12","0","12","44","41","135","54","77","38","65","39","12","17","0","12","12","17","58","46","1500000US240119556001","Block Group 1, Census Tract 9556, Caroline County, Maryland"
"734","100","253","60","157","52","108","48","49","32","20","22","29","22","96","40","481","81","357","63","148","55","209","61","19","18","190","58","124","45","1500000US240119556002","Block Group 2, Census Tract 9556, Caroline County, Maryland"
"314","81","161","54","78","42","57","38","21","19","10","8","11","17","83","36","153","61","82","35","41","22","41","30","14","18","27","20","71","53","1500000US240119556003","Block Group 3, Census Tract 9556, Caroline County, Maryland"
"444","78","231","58","139","62","77","43","62","47","0","12","62","47","92","41","213","67","156","65","116","59","40","34","10","17","30","29","57","31","1500000US240119556004","Block Group 4, Census Tract 9556, Caroline County, Maryland"
"479","80","120","43","93","41","68","36","25","23","18","20","7","11","27","25","359","80","337","75","328","72","9","16","0","12","9","16","22","20","1500000US240135010011","Block Group 1, Census Tract 5010.01, Carroll County, Maryland"
"914","117","256","90","158","71","129","61","29","34","21","30","8","13","98","62","658","112","497","103","304","91","193","72","61","45","132","58","161","68","1500000US240135010012","Block Group 2, Census Tract 5010.01, Carroll County, Maryland"
"139","37","91","42","83","45","83","45","0","12","0","12","0","12","8","14","48","32","48","32","39","30","9","15","9","15","0","12","0","12","1500000US240135010013","Block Group 3, Census Tract 5010.01, Carroll County, Maryland"
"1229","138","747","141","480","132","411","129","69","64","44","46","25","40","267","99","482","133","376","132","244","101","132","102","55","86","77","59","106","78","1500000US240135010021","Block Group 1, Census Tract 5010.02, Carroll County, Maryland"
"320","99","120","64","99","53","99","53","0","12","0","12","0","12","21","33","200","108","91","55","77","57","14","18","12","19","2","10","109","93","1500000US240135010022","Block Group 2, Census Tract 5010.02, Carroll County, Maryland"
"692","135","288","95","138","59","138","59","0","12","0","12","0","12","150","83","404","160","322","167","174","107","148","130","73","96","75","89","82","101","1500000US240135010023","Block Group 3, Census Tract 5010.02, Carroll County, Maryland"
"644","88","313","65","294","66","230","54","64","48","44","38","20","21","19","20","331","89","238","70","232","72","6","13","6","13","0","12","93","66","1500000US240135020001","Block Group 1, Census Tract 5020, Carroll County, Maryland"
"803","98","379","66","306","72","280","71","26","22","8","14","18","18","73","40","424","94","339","91","196","85","143","57","118","56","25","25","85","41","1500000US240135020002","Block Group 2, Census Tract 5020, Carroll County, Maryland"
"320","102","93","51","74","47","59","40","15","25","15","25","0","12","19","23","227","111","227","111","168","89","59","83","0","12","59","83","0","12","1500000US240135030001","Block Group 1, Census Tract 5030, Carroll County, Maryland"
"517","87","213","90","141","59","128","60","13","21","13","21","0","12","72","73","304","72","280","68","240","71","40","33","0","12","40","33","24","38","1500000US240135030002","Block Group 2, Census Tract 5030, Carroll County, Maryland"
"433","94","280","93","273","93","247","86","26","33","0","12","26","33","7","12","153","68","90","56","90","56","0","12","0","12","0","12","63","56","1500000US240135030003","Block Group 3, Census Tract 5030, Carroll County, Maryland"
"651","101","188","71","156","63","156","63","0","12","0","12","0","12","32","39","463","115","361","103","337","103","24","20","24","20","0","12","102","90","1500000US240135030004","Block Group 4, Census Tract 5030, Carroll County, Maryland"
"602","81","250","65","200","59","174","59","26","24","16","18","10","14","50","29","352","90","286","79","253","75","33","30","0","12","33","30","66","46","1500000US240135041001","Block Group 1, Census Tract 5041, Carroll County, Maryland"
"831","87","332","67","261","66","210","60","51","34","16","17","35","29","71","38","499","99","434","93","334","79","100","71","44","44","56","57","65","46","1500000US240135041002","Block Group 2, Census Tract 5041, Carroll County, Maryland"
"374","63","173","53","121","52","73","30","48","47","0","12","48","47","52","31","201","69","154","67","146","65","8","13","0","12","8","13","47","46","1500000US240135041003","Block Group 3, Census Tract 5041, Carroll County, Maryland"
"644","105","293","91","176","70","144","61","32","37","0","12","32","37","117","78","351","118","302","113","194","98","108","93","63","85","45","43","49","47","1500000US240135042011","Block Group 1, Census Tract 5042.01, Carroll County, Maryland"
"453","105","149","76","107","72","107","72","0","12","0","12","0","12","42","39","304","103","261","108","261","108","0","12","0","12","0","12","43","66","1500000US240135042012","Block Group 2, Census Tract 5042.01, Carroll County, Maryland"
"657","103","323","103","202","80","167","69","35","38","23","33","12","20","121","79","334","98","305","97","256","93","49","49","12","20","37","43","29","32","1500000US240135042013","Block Group 3, Census Tract 5042.01, Carroll County, Maryland"
"500","116","228","65","165","67","150","67","15","25","0","12","15","25","63","34","272","129","272","129","258","129","14","22","14","22","0","12","0","12","1500000US240135042014","Block Group 4, Census Tract 5042.01, Carroll County, Maryland"
"375","84","176","79","162","77","162","77","0","12","0","12","0","12","14","23","199","86","199","86","185","85","14","23","14","23","0","12","0","12","1500000US240135042021","Block Group 1, Census Tract 5042.02, Carroll County, Maryland"
"740","138","312","119","263","117","233","111","30","35","30","35","0","12","49","48","428","117","398","109","383","108","15","24","0","12","15","24","30","27","1500000US240135042022","Block Group 2, Census Tract 5042.02, Carroll County, Maryland"
"755","113","409","111","332","114","313","112","19","30","0","12","19","30","77","58","346","115","228","105","197","105","31","34","0","12","31","34","118","92","1500000US240135042023","Block Group 3, Census Tract 5042.02, Carroll County, Maryland"
"360","117","108","54","78","48","62","48","16","25","0","12","16","25","30","25","252","109","225","107","196","103","29","33","0","12","29","33","27","32","1500000US240135042024","Block Group 4, Census Tract 5042.02, Carroll County, Maryland"
"742","74","315","64","247","61","198","42","49","42","33","39","16","17","68","35","427","76","335","68","276","62","59","47","0","12","59","47","92","60","1500000US240135051011","Block Group 1, Census Tract 5051.01, Carroll County, Maryland"
"626","67","118","47","91","40","74","35","17","19","0","12","17","19","27","25","508","78","445","66","388","67","57","43","0","12","57","43","63","52","1500000US240135051012","Block Group 2, Census Tract 5051.01, Carroll County, Maryland"
"609","79","217","56","161","48","139","44","22","24","0","12","22","24","56","35","392","90","367","88","313","68","54","61","45","60","9","14","25","32","1500000US240135051021","Block Group 1, Census Tract 5051.02, Carroll County, Maryland"
"735","60","283","54","252","62","206","56","46","36","0","12","46","36","31","28","452","70","437","72","372","62","65","38","16","19","49","34","15","17","1500000US240135051022","Block Group 2, Census Tract 5051.02, Carroll County, Maryland"
"595","71","217","59","167","53","157","54","10","15","0","12","10","15","50","34","378","85","245","76","181","59","64","48","44","44","20","22","133","67","1500000US240135051023","Block Group 3, Census Tract 5051.02, Carroll County, Maryland"
"673","88","280","90","128","38","100","35","28","21","20","16","8","13","152","85","393","73","318","68","293","67","25","25","7","11","18","22","75","57","1500000US240135052031","Block Group 1, Census Tract 5052.03, Carroll County, Maryland"
"104","28","23","25","23","25","23","25","0","12","0","12","0","12","0","12","81","35","57","34","57","34","0","12","0","12","0","12","24","26","1500000US240135052032","Block Group 2, Census Tract 5052.03, Carroll County, Maryland"
"378","53","118","49","97","50","70","43","27","26","18","20","9","15","21","20","260","67","195","67","152","58","43","51","0","12","43","51","65","39","1500000US240135052033","Block Group 3, Census Tract 5052.03, Carroll County, Maryland"
"837","65","222","55","165","52","144","52","21","22","0","12","21","22","57","36","615","68","488","71","454","68","34","33","10","17","24","26","127","57","1500000US240135052051","Block Group 1, Census Tract 5052.05, Carroll County, Maryland"
