"B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M","GEO_ID","NAME"
"1072","229","707","198","707","198","631","187","76","42","0","13","365","99","1500000US240054505012","Block Group 2, Census Tract 4505.01, Baltimore County, Maryland"
"916","297","550","193","550","193","517","195","33","34","0","13","366","140","1500000US240054505013","Block Group 3, Census Tract 4505.01, Baltimore County, Maryland"
"670","296","499","268","499","268","499","268","0","13","0","13","171","91","1500000US240054505031","Block Group 1, Census Tract 4505.03, Baltimore County, Maryland"
"1902","637","1521","575","1521","575","1332","444","189","206","0","13","381","190","1500000US240054505032","Block Group 2, Census Tract 4505.03, Baltimore County, Maryland"
"1685","336","1399","326","1399","326","1251","334","148","132","0","13","286","132","1500000US240054505033","Block Group 3, Census Tract 4505.03, Baltimore County, Maryland"
"834","458","734","460","734","460","715","461","19","47","0","13","100","113","1500000US240054505041","Block Group 1, Census Tract 4505.04, Baltimore County, Maryland"
"825","349","732","334","732","334","714","327","18","29","0","13","93","81","1500000US240054505042","Block Group 2, Census Tract 4505.04, Baltimore County, Maryland"
"506","339","239","213","239","213","239","213","0","13","0","13","267","265","1500000US240054505043","Block Group 3, Census Tract 4505.04, Baltimore County, Maryland"
"1091","454","999","373","999","373","896","371","103","172","0","13","92","143","1500000US240054505044","Block Group 4, Census Tract 4505.04, Baltimore County, Maryland"
"747","234","612","216","612","216","562","217","50","76","0","13","135","112","1500000US240054505045","Block Group 5, Census Tract 4505.04, Baltimore County, Maryland"
"566","121","174","70","174","70","161","71","13","15","0","13","392","94","1500000US240054508001","Block Group 1, Census Tract 4508, Baltimore County, Maryland"
"2128","406","1494","314","1494","314","1446","299","48","58","0","13","634","210","1500000US240054508002","Block Group 2, Census Tract 4508, Baltimore County, Maryland"
"468","183","266","145","266","145","225","137","41","40","0","13","202","69","1500000US240054508003","Block Group 3, Census Tract 4508, Baltimore County, Maryland"
"1049","301","733","236","733","236","668","217","65","60","0","13","316","143","1500000US240054509001","Block Group 1, Census Tract 4509, Baltimore County, Maryland"
"2521","370","1690","268","1667","267","1595","267","72","71","23","32","831","219","1500000US240054509002","Block Group 2, Census Tract 4509, Baltimore County, Maryland"
"774","118","528","106","528","106","499","104","29","25","0","13","246","66","1500000US240054510001","Block Group 1, Census Tract 4510, Baltimore County, Maryland"
"748","184","401","125","401","125","396","125","5","8","0","13","347","100","1500000US240054510002","Block Group 2, Census Tract 4510, Baltimore County, Maryland"
"1766","250","1318","234","1318","234","1165","151","153","140","0","13","448","98","1500000US240054511001","Block Group 1, Census Tract 4511, Baltimore County, Maryland"
"1509","327","985","254","985","254","914","257","71","60","0","13","524","144","1500000US240054512001","Block Group 1, Census Tract 4512, Baltimore County, Maryland"
"1977","418","1245","358","1245","358","1245","358","0","13","0","13","732","207","1500000US240054512002","Block Group 2, Census Tract 4512, Baltimore County, Maryland"
"1816","457","1162","362","1162","362","1136","359","26","29","0","13","654","198","1500000US240054513001","Block Group 1, Census Tract 4513, Baltimore County, Maryland"
"1109","361","589","227","589","227","589","227","0","13","0","13","520","228","1500000US240054513002","Block Group 2, Census Tract 4513, Baltimore County, Maryland"
"1235","364","888","304","888","304","803","303","85","80","0","13","347","145","1500000US240054514011","Block Group 1, Census Tract 4514.01, Baltimore County, Maryland"
"1833","789","1447","757","1447","757","1387","749","60","78","0","13","386","196","1500000US240054514012","Block Group 2, Census Tract 4514.01, Baltimore County, Maryland"
"1028","439","691","307","691","307","622","283","69","71","0","13","337","202","1500000US240054514021","Block Group 1, Census Tract 4514.02, Baltimore County, Maryland"
"870","289","825","283","825","283","767","268","58","96","0","13","45","42","1500000US240054514022","Block Group 2, Census Tract 4514.02, Baltimore County, Maryland"
"245","168","224","164","224","164","224","164","0","13","0","13","21","39","1500000US240054514023","Block Group 3, Census Tract 4514.02, Baltimore County, Maryland"
"1208","308","931","282","931","282","844","240","87","74","0","13","277","154","1500000US240054514024","Block Group 4, Census Tract 4514.02, Baltimore County, Maryland"
"1401","428","802","228","802","228","732","218","70","52","0","13","599","290","1500000US240054515001","Block Group 1, Census Tract 4515, Baltimore County, Maryland"
"870","338","537","226","537","226","507","220","30","38","0","13","333","233","1500000US240054515002","Block Group 2, Census Tract 4515, Baltimore County, Maryland"
"876","291","585","212","585","212","572","211","13","22","0","13","291","117","1500000US240054515003","Block Group 3, Census Tract 4515, Baltimore County, Maryland"
"621","163","349","115","349","115","341","113","8","12","0","13","272","74","1500000US240054516001","Block Group 1, Census Tract 4516, Baltimore County, Maryland"
"1123","202","777","184","777","184","750","181","27","19","0","13","346","77","1500000US240054516002","Block Group 2, Census Tract 4516, Baltimore County, Maryland"
"2544","456","1919","390","1894","390","1839","389","55","70","25","35","625","222","1500000US240054517011","Block Group 1, Census Tract 4517.01, Baltimore County, Maryland"
"1205","490","875","482","867","482","849","482","18","20","8","13","330","111","1500000US240054517012","Block Group 2, Census Tract 4517.01, Baltimore County, Maryland"
"791","242","572","228","572","228","535","225","37","25","0","13","219","71","1500000US240054517021","Block Group 1, Census Tract 4517.02, Baltimore County, Maryland"
"798","132","506","107","506","107","464","92","42","28","0","13","292","76","1500000US240054517022","Block Group 2, Census Tract 4517.02, Baltimore County, Maryland"
"474","200","336","188","336","188","336","188","0","13","0","13","138","101","1500000US240054518011","Block Group 1, Census Tract 4518.01, Baltimore County, Maryland"
"1109","401","626","329","626","329","626","329","0","13","0","13","483","171","1500000US240054518012","Block Group 2, Census Tract 4518.01, Baltimore County, Maryland"
"1358","293","849","231","849","231","751","226","98","105","0","13","509","199","1500000US240054518013","Block Group 3, Census Tract 4518.01, Baltimore County, Maryland"
"1355","564","899","351","899","351","899","351","0","13","0","13","456","265","1500000US240054518014","Block Group 4, Census Tract 4518.01, Baltimore County, Maryland"
"1271","393","1044","393","1044","393","1036","393","8","13","0","13","227","80","1500000US240054518021","Block Group 1, Census Tract 4518.02, Baltimore County, Maryland"
"885","190","631","181","615","175","606","175","9","14","16","25","254","79","1500000US240054518022","Block Group 2, Census Tract 4518.02, Baltimore County, Maryland"
"1541","426","767","281","767","281","741","279","26","24","0","13","774","236","1500000US240054518023","Block Group 3, Census Tract 4518.02, Baltimore County, Maryland"
"1547","332","1284","325","1275","325","1255","321","20","21","9","16","263","112","1500000US240054518031","Block Group 1, Census Tract 4518.03, Baltimore County, Maryland"
"2041","487","1635","479","1624","480","1582","479","42","31","11","17","406","115","1500000US240054518032","Block Group 2, Census Tract 4518.03, Baltimore County, Maryland"
"905","259","684","249","684","249","653","238","31","34","0","13","221","95","1500000US240054519001","Block Group 1, Census Tract 4519, Baltimore County, Maryland"
"1050","166","618","131","614","129","595","128","19","19","4","7","432","99","1500000US240054519002","Block Group 2, Census Tract 4519, Baltimore County, Maryland"
"929","255","600","215","600","215","589","215","11","17","0","13","329","110","1500000US240054520001","Block Group 1, Census Tract 4520, Baltimore County, Maryland"
"1430","324","607","192","607","192","533","164","74","80","0","13","823","247","1500000US240054520002","Block Group 2, Census Tract 4520, Baltimore County, Maryland"
"1355","381","818","380","818","380","818","380","0","13","0","13","537","165","1500000US240054521001","Block Group 1, Census Tract 4521, Baltimore County, Maryland"
"720","309","513","219","513","219","427","204","86","70","0","13","207","118","1500000US240054521002","Block Group 2, Census Tract 4521, Baltimore County, Maryland"
"513","181","341","160","341","160","278","130","63","48","0","13","172","103","1500000US240054521003","Block Group 3, Census Tract 4521, Baltimore County, Maryland"
"1212","481","863","460","863","460","810","468","53","66","0","13","349","124","1500000US240054523001","Block Group 1, Census Tract 4523, Baltimore County, Maryland"
"994","280","721","183","721","183","694","175","27","38","0","13","273","130","1500000US240054523002","Block Group 2, Census Tract 4523, Baltimore County, Maryland"
"742","216","478","157","478","157","447","150","31","30","0","13","264","127","1500000US240054524001","Block Group 1, Census Tract 4524, Baltimore County, Maryland"
"2185","406","1296","270","1296","270","1217","278","79","57","0","13","889","311","1500000US240054524002","Block Group 2, Census Tract 4524, Baltimore County, Maryland"
"492","148","358","148","358","148","321","133","37","33","0","13","134","60","1500000US240054525001","Block Group 1, Census Tract 4525, Baltimore County, Maryland"
"1712","418","965","372","965","372","906","362","59","56","0","13","747","220","1500000US240054525002","Block Group 2, Census Tract 4525, Baltimore County, Maryland"
"683","250","532","200","532","200","522","201","10","18","0","13","151","77","1500000US240054525003","Block Group 3, Census Tract 4525, Baltimore County, Maryland"
"1342","203","840","191","840","191","831","190","9","16","0","13","502","111","1500000US240054901001","Block Group 1, Census Tract 4901, Baltimore County, Maryland"
"550","123","385","89","385","89","385","89","0","13","0","13","165","67","1500000US240054901002","Block Group 2, Census Tract 4901, Baltimore County, Maryland"
"1156","225","863","215","863","215","834","205","29","35","0","13","293","89","1500000US240054901003","Block Group 3, Census Tract 4901, Baltimore County, Maryland"
"664","167","417","128","417","128","417","128","0","13","0","13","247","80","1500000US240054902001","Block Group 1, Census Tract 4902, Baltimore County, Maryland"
"938","368","726","303","726","303","631","259","95","117","0","13","212","105","1500000US240054902002","Block Group 2, Census Tract 4902, Baltimore County, Maryland"
"726","161","435","156","435","156","435","156","0","13","0","13","291","71","1500000US240054902003","Block Group 3, Census Tract 4902, Baltimore County, Maryland"
"989","230","766","210","766","210","735","200","31","30","0","13","223","73","1500000US240054903021","Block Group 1, Census Tract 4903.02, Baltimore County, Maryland"
"927","363","657","236","657","236","625","207","32","50","0","13","270","192","1500000US240054903022","Block Group 2, Census Tract 4903.02, Baltimore County, Maryland"
"2397","354","747","208","644","164","611","161","33","24","103","111","1650","307","1500000US240054903023","Block Group 3, Census Tract 4903.02, Baltimore County, Maryland"
"1714","216","229","115","229","115","229","115","0","13","0","13","1485","203","1500000US240054903031","Block Group 1, Census Tract 4903.03, Baltimore County, Maryland"
"1743","380","1259","296","1259","296","1217","290","42","53","0","13","484","227","1500000US240054903032","Block Group 2, Census Tract 4903.03, Baltimore County, Maryland"
"1089","280","711","251","711","251","618","262","93","72","0","13","378","127","1500000US240054903041","Block Group 1, Census Tract 4903.04, Baltimore County, Maryland"
"872","328","605","292","577","272","548","259","29","45","28","44","267","135","1500000US240054903042","Block Group 2, Census Tract 4903.04, Baltimore County, Maryland"
"1499","572","1128","550","1128","550","1097","548","31","49","0","13","371","135","1500000US240054903043","Block Group 3, Census Tract 4903.04, Baltimore County, Maryland"
"792","118","445","86","445","86","436","84","9","11","0","13","347","77","1500000US240054904001","Block Group 1, Census Tract 4904, Baltimore County, Maryland"
"733","294","431","197","431","197","424","196","7","10","0","13","302","113","1500000US240054904002","Block Group 2, Census Tract 4904, Baltimore County, Maryland"
"652","123","432","116","432","116","420","118","12","19","0","13","220","81","1500000US240054905001","Block Group 1, Census Tract 4905, Baltimore County, Maryland"
"1205","203","754","157","754","157","719","137","35","44","0","13","451","121","1500000US240054905002","Block Group 2, Census Tract 4905, Baltimore County, Maryland"
"994","173","544","161","544","161","538","160","6","10","0","13","450","112","1500000US240054905003","Block Group 3, Census Tract 4905, Baltimore County, Maryland"
"822","158","682","151","673","152","661","151","12","13","9","11","140","48","1500000US240054906011","Block Group 1, Census Tract 4906.01, Baltimore County, Maryland"
"696","114","465","93","465","93","465","93","0","13","0","13","231","79","1500000US240054906012","Block Group 2, Census Tract 4906.01, Baltimore County, Maryland"
"924","248","735","246","735","246","682","234","53","63","0","13","189","57","1500000US240054906021","Block Group 1, Census Tract 4906.02, Baltimore County, Maryland"
"1427","200","1183","176","1183","176","1183","176","0","13","0","13","244","93","1500000US240054906022","Block Group 2, Census Tract 4906.02, Baltimore County, Maryland"
"1181","159","757","107","757","107","744","108","13","10","0","13","424","111","1500000US240054906031","Block Group 1, Census Tract 4906.03, Baltimore County, Maryland"
"656","139","471","127","471","127","461","127","10","13","0","13","185","66","1500000US240054906032","Block Group 2, Census Tract 4906.03, Baltimore County, Maryland"
"2880","408","1096","246","1053","225","944","189","109","62","43","48","1784","338","1500000US240054906051","Block Group 1, Census Tract 4906.05, Baltimore County, Maryland"
"2040","211","834","197","733","176","620","151","113","65","101","107","1206","201","1500000US240054906052","Block Group 2, Census Tract 4906.05, Baltimore County, Maryland"
"1426","157","453","83","453","83","453","83","0","13","0","13","973","152","1500000US240054907011","Block Group 1, Census Tract 4907.01, Baltimore County, Maryland"
"1447","225","1074","175","1074","175","1051","172","23","30","0","13","373","115","1500000US240054907031","Block Group 1, Census Tract 4907.03, Baltimore County, Maryland"
"994","252","683","236","683","236","676","236","7","11","0","13","311","96","1500000US240054907032","Block Group 2, Census Tract 4907.03, Baltimore County, Maryland"
"841","215","571","163","562","161","542","156","20","22","9","13","270","102","1500000US240054908001","Block Group 1, Census Tract 4908, Baltimore County, Maryland"
"1765","340","1121","210","1121","210","1097","212","24","30","0","13","644","204","1500000US240054908002","Block Group 2, Census Tract 4908, Baltimore County, Maryland"
"298","129","178","102","178","102","165","101","13","22","0","13","120","112","1500000US240054909001","Block Group 1, Census Tract 4909, Baltimore County, Maryland"
"1144","293","536","205","536","205","536","205","0","13","0","13","608","259","1500000US240054909002","Block Group 2, Census Tract 4909, Baltimore County, Maryland"
"2120","451","1135","331","1135","331","1095","311","40","64","0","13","985","315","1500000US240054909003","Block Group 3, Census Tract 4909, Baltimore County, Maryland"
"736","125","491","93","491","93","478","95","13","12","0","13","245","83","1500000US240054910001","Block Group 1, Census Tract 4910, Baltimore County, Maryland"
"917","140","760","134","760","134","750","134","10","11","0","13","157","49","1500000US240054910002","Block Group 2, Census Tract 4910, Baltimore County, Maryland"
"974","319","742","226","742","226","724","225","18","24","0","13","232","164","1500000US240054911001","Block Group 1, Census Tract 4911, Baltimore County, Maryland"
"1020","265","823","224","823","224","770","211","53","59","0","13","197","77","1500000US240054911002","Block Group 2, Census Tract 4911, Baltimore County, Maryland"
"866","199","700","188","700","188","632","165","68","40","0","13","166","51","1500000US240054911003","Block Group 3, Census Tract 4911, Baltimore County, Maryland"
"948","183","776","180","776","180","722","171","54","50","0","13","172","60","1500000US240054912011","Block Group 1, Census Tract 4912.01, Baltimore County, Maryland"
"527","147","419","120","419","120","406","119","13","14","0","13","108","53","1500000US240054912012","Block Group 2, Census Tract 4912.01, Baltimore County, Maryland"
"997","210","729","121","729","121","704","115","25","23","0","13","268","133","1500000US240054912021","Block Group 1, Census Tract 4912.02, Baltimore County, Maryland"
"500","122","427","128","424","128","397","125","27","16","3","4","73","30","1500000US240054912022","Block Group 2, Census Tract 4912.02, Baltimore County, Maryland"
"1488","338","1053","285","1053","285","994","265","59","54","0","13","435","140","1500000US240054913001","Block Group 1, Census Tract 4913, Baltimore County, Maryland"
"1661","400","1288","314","1288","314","1202","299","86","75","0","13","373","204","1500000US240054913002","Block Group 2, Census Tract 4913, Baltimore County, Maryland"
"553","216","486","221","486","221","461","199","25","42","0","13","67","68","1500000US240054914011","Block Group 1, Census Tract 4914.01, Baltimore County, Maryland"
"1445","534","1121","516","1121","516","1043","518","78","66","0","13","324","177","1500000US240054914012","Block Group 2, Census Tract 4914.01, Baltimore County, Maryland"
"1858","458","1389","344","1389","344","1290","321","99","94","0","13","469","255","1500000US240054914013","Block Group 3, Census Tract 4914.01, Baltimore County, Maryland"
"1368","353","911","344","911","344","784","295","127","91","0","13","457","163","1500000US240054914021","Block Group 1, Census Tract 4914.02, Baltimore County, Maryland"
"1146","290","761","230","761","230","702","221","59","45","0","13","385","137","1500000US240054914022","Block Group 2, Census Tract 4914.02, Baltimore County, Maryland"
"903","290","734","275","734","275","734","275","0","13","0","13","169","64","1500000US240054915001","Block Group 1, Census Tract 4915, Baltimore County, Maryland"
"999","267","787","221","781","219","749","219","32","30","6","9","212","87","1500000US240054915002","Block Group 2, Census Tract 4915, Baltimore County, Maryland"
"1411","348","1061","262","1061","262","1015","238","46","55","0","13","350","179","1500000US240054915003","Block Group 3, Census Tract 4915, Baltimore County, Maryland"
"547","251","214","130","214","130","164","88","50","62","0","13","333","180","1500000US240054916001","Block Group 1, Census Tract 4916, Baltimore County, Maryland"
"1190","403","741","335","741","335","725","331","16","26","0","13","449","223","1500000US240054916002","Block Group 2, Census Tract 4916, Baltimore County, Maryland"
"689","171","592","162","592","162","583","160","9","14","0","13","97","49","1500000US240054916003","Block Group 3, Census Tract 4916, Baltimore County, Maryland"
"870","241","543","163","533","163","497","151","36","37","10","15","327","135","1500000US240054917011","Block Group 1, Census Tract 4917.01, Baltimore County, Maryland"
"1196","312","841","254","841","254","780","218","61","67","0","13","355","115","1500000US240054917012","Block Group 2, Census Tract 4917.01, Baltimore County, Maryland"
"1131","271","715","189","705","186","705","186","0","13","10","16","416","159","1500000US240054917013","Block Group 3, Census Tract 4917.01, Baltimore County, Maryland"
"778","157","499","106","499","106","471","101","28","25","0","13","279","99","1500000US240054919001","Block Group 1, Census Tract 4919, Baltimore County, Maryland"
"655","146","439","128","439","128","426","129","13","14","0","13","216","65","1500000US240054919002","Block Group 2, Census Tract 4919, Baltimore County, Maryland"
"486","89","386","88","386","88","360","82","26","24","0","13","100","41","1500000US240054920011","Block Group 1, Census Tract 4920.01, Baltimore County, Maryland"
"454","109","325","85","325","85","295","78","30","26","0","13","129","73","1500000US240054920012","Block Group 2, Census Tract 4920.01, Baltimore County, Maryland"
"454","137","293","133","293","133","275","132","18","21","0","13","161","75","1500000US240054920021","Block Group 1, Census Tract 4920.02, Baltimore County, Maryland"
"700","120","542","114","542","114","528","109","14","15","0","13","158","63","1500000US240054920022","Block Group 2, Census Tract 4920.02, Baltimore County, Maryland"
"929","287","680","197","680","197","641","203","39","39","0","13","249","119","1500000US240054920023","Block Group 3, Census Tract 4920.02, Baltimore County, Maryland"
"877","232","626","210","626","210","609","208","17","18","0","13","251","74","1500000US240054920024","Block Group 4, Census Tract 4920.02, Baltimore County, Maryland"
"726","396","453","204","453","204","452","204","1","3","0","13","273","204","1500000US240054921011","Block Group 1, Census Tract 4921.01, Baltimore County, Maryland"
"880","258","617","236","617","236","520","211","97","111","0","13","263","129","1500000US240054921012","Block Group 2, Census Tract 4921.01, Baltimore County, Maryland"
"633","182","415","131","415","131","412","132","3","10","0","13","218","98","1500000US240054921013","Block Group 3, Census Tract 4921.01, Baltimore County, Maryland"
"770","208","568","190","568","190","516","180","52","52","0","13","202","75","1500000US240054921014","Block Group 4, Census Tract 4921.01, Baltimore County, Maryland"
"611","126","476","114","476","114","466","114","10","13","0","13","135","46","1500000US240054921021","Block Group 1, Census Tract 4921.02, Baltimore County, Maryland"
"1104","377","710","239","705","239","687","238","18","19","5","16","394","169","1500000US240054921022","Block Group 2, Census Tract 4921.02, Baltimore County, Maryland"
"1063","277","536","161","536","161","528","157","8","16","0","13","527","221","1500000US240054922001","Block Group 1, Census Tract 4922, Baltimore County, Maryland"
"2138","573","1395","307","1395","307","1355","302","40","63","0","13","743","376","1500000US240054922002","Block Group 2, Census Tract 4922, Baltimore County, Maryland"
"975","402","722","278","722","278","722","278","0","13","0","13","253","152","1500000US240054922003","Block Group 3, Census Tract 4922, Baltimore County, Maryland"
"1337","322","704","186","704","186","687","190","17","20","0","13","633","235","1500000US240054923001","Block Group 1, Census Tract 4923, Baltimore County, Maryland"
"1135","282","794","238","794","238","728","224","66","52","0","13","341","116","1500000US240054923002","Block Group 2, Census Tract 4923, Baltimore County, Maryland"
"582","190","375","112","375","112","375","112","0","13","0","13","207","122","1500000US240054923003","Block Group 3, Census Tract 4923, Baltimore County, Maryland"
"1392","379","1081","360","1081","360","1037","357","44","58","0","13","311","132","1500000US240054924011","Block Group 1, Census Tract 4924.01, Baltimore County, Maryland"
"1867","397","1409","337","1409","337","1356","327","53","58","0","13","458","142","1500000US240054924012","Block Group 2, Census Tract 4924.01, Baltimore County, Maryland"
"854","229","465","198","465","198","465","198","0","13","0","13","389","152","1500000US240054924021","Block Group 1, Census Tract 4924.02, Baltimore County, Maryland"
"1997","613","1672","474","1672","474","1622","450","50","79","0","13","325","265","1500000US240054924022","Block Group 2, Census Tract 4924.02, Baltimore County, Maryland"
"918","468","686","370","686","370","617","325","69","88","0","13","232","148","1500000US240054924023","Block Group 3, Census Tract 4924.02, Baltimore County, Maryland"
"1227","282","808","251","808","251","808","251","0","13","0","13","419","163","1500000US240054924024","Block Group 4, Census Tract 4924.02, Baltimore County, Maryland"
"2858","434","1144","229","1107","229","1077","233","30","24","37","33","1714","301","1500000US240054925001","Block Group 1, Census Tract 4925, Baltimore County, Maryland"
"220","289","37","68","37","68","37","68","0","13","0","13","183","303","1500000US240054925002","Block Group 2, Census Tract 4925, Baltimore County, Maryland"
"13","22","0","13","0","13","0","13","0","13","0","13","13","22","1500000US240054926001","Block Group 1, Census Tract 4926, Baltimore County, Maryland"
"1060","305","723","173","723","173","661","147","62","52","0","13","337","256","1500000US240054926002","Block Group 2, Census Tract 4926, Baltimore County, Maryland"
"1618","241","1268","216","1268","216","1257","217","11","17","0","13","350","107","1500000US240054926003","Block Group 3, Census Tract 4926, Baltimore County, Maryland"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","1500000US240054927001","Block Group 1, Census Tract 4927, Baltimore County, Maryland"
"940","531","449","222","449","222","418","218","31","28","0","13","491","345","1500000US240054927002","Block Group 2, Census Tract 4927, Baltimore County, Maryland"
"839","283","574","229","574","229","460","180","114","86","0","13","265","120","1500000US240054927003","Block Group 3, Census Tract 4927, Baltimore County, Maryland"
"912","234","595","195","595","195","521","186","74","55","0","13","317","167","1500000US240054927004","Block Group 4, Census Tract 4927, Baltimore County, Maryland"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","1500000US240059801001","Block Group 1, Census Tract 9801, Baltimore County, Maryland"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","1500000US240059802001","Block Group 1, Census Tract 9802, Baltimore County, Maryland"
"1518","204","1000","176","990","176","909","165","81","48","10","12","518","109","1500000US240098601031","Block Group 1, Census Tract 8601.03, Calvert County, Maryland"
"721","335","369","155","369","155","369","155","0","13","0","13","352","217","1500000US240098601032","Block Group 2, Census Tract 8601.03, Calvert County, Maryland"
"2540","331","1693","286","1637","277","1603","281","34","33","56","43","847","169","1500000US240098601033","Block Group 3, Census Tract 8601.03, Calvert County, Maryland"
"1466","285","853","268","853","268","829","266","24","29","0","13","613","159","1500000US240098602001","Block Group 1, Census Tract 8602, Calvert County, Maryland"
"3345","634","2467","570","2378","560","2232","544","146","102","89","77","878","262","1500000US240098602002","Block Group 2, Census Tract 8602, Calvert County, Maryland"
"1295","257","928","216","928","216","899","208","29","33","0","13","367","147","1500000US240098603001","Block Group 1, Census Tract 8603, Calvert County, Maryland"
"1216","327","727","303","693","305","684","306","9","14","34","29","489","170","1500000US240098603002","Block Group 2, Census Tract 8603, Calvert County, Maryland"
"963","305","671","271","658","271","624","266","34","33","13","20","292","124","1500000US240098603003","Block Group 3, Census Tract 8603, Calvert County, Maryland"
"2609","411","1977","365","1888","365","1829","362","59","38","89","59","632","168","1500000US240098604021","Block Group 1, Census Tract 8604.02, Calvert County, Maryland"
"429","148","298","115","283","113","269","108","14","21","15","19","131","68","1500000US240098604022","Block Group 2, Census Tract 8604.02, Calvert County, Maryland"
"1420","242","1118","215","980","243","964","240","16","26","138","172","302","148","1500000US240098604031","Block Group 1, Census Tract 8604.03, Calvert County, Maryland"
"1267","404","543","159","543","159","543","159","0","13","0","13","724","392","1500000US240098604032","Block Group 2, Census Tract 8604.03, Calvert County, Maryland"
"2256","368","1696","318","1682","318","1597","307","85","61","14","15","560","178","1500000US240098604041","Block Group 1, Census Tract 8604.04, Calvert County, Maryland"
"687","206","421","144","396","129","384","127","12","13","25","31","266","97","1500000US240098604042","Block Group 2, Census Tract 8604.04, Calvert County, Maryland"
"2779","560","2025","462","2013","462","1818","412","195","148","12","18","754","272","1500000US240098604043","Block Group 3, Census Tract 8604.04, Calvert County, Maryland"
"2320","462","1779","387","1755","387","1708","368","47","75","24","32","541","234","1500000US240098605011","Block Group 1, Census Tract 8605.01, Calvert County, Maryland"
"3053","529","2123","377","2078","372","2047","366","31","39","45","37","930","295","1500000US240098605012","Block Group 2, Census Tract 8605.01, Calvert County, Maryland"
"2989","547","1886","381","1861","377","1821","378","40","35","25","27","1103","309","1500000US240098605021","Block Group 1, Census Tract 8605.02, Calvert County, Maryland"
"1913","307","1293","291","1293","291","1214","269","79","92","0","13","620","226","1500000US240098606001","Block Group 1, Census Tract 8606, Calvert County, Maryland"
"1979","444","1275","376","1245","378","1151","346","94","89","30","36","704","240","1500000US240098606002","Block Group 2, Census Tract 8606, Calvert County, Maryland"
"1316","306","839","214","790","213","741","207","49","53","49","63","477","160","1500000US240098606003","Block Group 3, Census Tract 8606, Calvert County, Maryland"
"2866","459","1882","389","1877","388","1755","371","122","85","5","10","984","186","1500000US240098607011","Block Group 1, Census Tract 8607.01, Calvert County, Maryland"
"2312","305","1364","235","1364","235","1324","242","40","37","0","13","948","234","1500000US240098607021","Block Group 1, Census Tract 8607.02, Calvert County, Maryland"
"3209","408","2289","389","2272","389","2205","387","67","64","17","21","920","197","1500000US240098607031","Block Group 1, Census Tract 8607.03, Calvert County, Maryland"
"2230","487","1576","419","1523","407","1466","409","57","54","53","48","654","184","1500000US240098608011","Block Group 1, Census Tract 8608.01, Calvert County, Maryland"
"590","223","329","181","329","181","329","181","0","13","0","13","261","124","1500000US240098608012","Block Group 2, Census Tract 8608.01, Calvert County, Maryland"
"2717","573","1942","497","1942","497","1928","494","14","23","0","13","775","225","1500000US240098608013","Block Group 3, Census Tract 8608.01, Calvert County, Maryland"
"1600","273","884","248","884","248","856","250","28","32","0","13","716","189","1500000US240098609011","Block Group 1, Census Tract 8609.01, Calvert County, Maryland"
"1445","593","628","272","628","272","590","251","38","59","0","13","817","417","1500000US240098609012","Block Group 2, Census Tract 8609.01, Calvert County, Maryland"
"1304","492","1023","514","1023","514","1023","514","0","13","0","13","281","133","1500000US240098609013","Block Group 3, Census Tract 8609.01, Calvert County, Maryland"
"2222","298","1543","230","1543","230","1508","221","35","42","0","13","679","155","1500000US240098609021","Block Group 1, Census Tract 8609.02, Calvert County, Maryland"
"1964","506","1416","467","1307","423","1253","419","54","52","109","125","548","210","1500000US240098610031","Block Group 1, Census Tract 8610.03, Calvert County, Maryland"
"1327","362","672","259","654","260","635","266","19","30","18","29","655","251","1500000US240098610032","Block Group 2, Census Tract 8610.03, Calvert County, Maryland"
"1205","353","822","292","822","292","760","274","62","62","0","13","383","192","1500000US240098610033","Block Group 3, Census Tract 8610.03, Calvert County, Maryland"
"458","205","392","197","392","197","392","197","0","13","0","13","66","63","1500000US240098610034","Block Group 4, Census Tract 8610.03, Calvert County, Maryland"
"1054","349","754","288","754","288","690","278","64","62","0","13","300","122","1500000US240098610041","Block Group 1, Census Tract 8610.04, Calvert County, Maryland"
"1969","478","1439","414","1439","414","1347","373","92","95","0","13","530","188","1500000US240098610042","Block Group 2, Census Tract 8610.04, Calvert County, Maryland"
"2000","380","1495","325","1495","325","1466","317","29","47","0","13","505","186","1500000US240098610043","Block Group 3, Census Tract 8610.04, Calvert County, Maryland"
"3412","399","2409","344","2399","344","2346","333","53","40","10","15","1003","165","1500000US240098611001","Block Group 1, Census Tract 8611, Calvert County, Maryland"
"1424","322","919","234","919","234","913","235","6","10","0","13","505","207","1500000US240098611002","Block Group 2, Census Tract 8611, Calvert County, Maryland"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","1500000US240099901000","Block Group 0, Census Tract 9901, Calvert County, Maryland"
"1720","353","970","212","970","212","918","209","52","24","0","13","750","249","1500000US240119550001","Block Group 1, Census Tract 9550, Caroline County, Maryland"
"945","216","642","174","642","174","615","170","27","26","0","13","303","114","1500000US240119550002","Block Group 2, Census Tract 9550, Caroline County, Maryland"
